# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR 1200ac5fae9633a0
# CUDA_DEVICE 0 Tesla C2050
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,gridSizeZ,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,local_load,local_store,gld_request,gst_request,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,branch,l1_local_load_miss,l1_local_store_hit,divergent_branch,l1_local_store_miss,l1_global_load_hit,inst_issued,l1_global_load_miss,inst_executed,uncached_global_load_transaction,global_store_transaction,warps_launched,threads_launched,l1_shared_bank_conflict,active_warps,active_cycles,l2 read requests,l2 read texture requests,l2 write requests,l2 read misses,l2 write misses,tex cache requests,tex cache misses,threads instruction executed,dram reads,dram writes
1200b8240a766560,memcpyHtoD,0.992,50.28,,,,,,,,,,,0,0,4,0
1200b8240a7c9fc0,memcpyDtoHasync,21798.6,92.72,,,,,,,,,,,1,0,67108864,1
1200b8240bd1f060,_Z10init_arrayPiS_i,38995.3,36.08,1,32768,1,1,512,1,1,0,0,8,1,-1,,0,0,0,3403296,3369600,0,0,2104,0,3440256,0,0,0,0,3363199,29722584,33681,27355824,0,3364800,33648,1076736,0,867953988,22368867,2097208,0,209715200,2331405,111622895,0,0,877259520,3463877,132845682
1200b8240e2bb7c0,_Z10init_arrayPiS_i,38959.8,16.48,1,32768,1,1,512,1,1,0,0,8,0,-1,,0,0,0,3403296,3369600,0,0,2101,0,3430464,0,0,0,0,3367999,29753370,33729,27394848,0,3369600,33696,1078272,0,850078840,22365466,2097208,0,209715200,2332044,111672724,0,0,875386368,3461553,132922701
1200b824107e3be0,memcpyDtoH,21492.2,60745.4,,,,,,,,,,,0,0,67108864,1
1200b82411cdc880,_Z10init_arrayPiS_i,39020.5,27.6,1,32768,1,1,512,1,1,0,0,8,0,-1,,0,0,0,3398448,3364800,0,0,2106,0,3435360,0,0,0,0,3364799,29737056,33697,27407856,0,3371200,33680,1077760,0,846723503,22345979,2097208,0,209715200,2329552,111628713,0,0,876843264,3464122,132864573
1200b824142139c0,memcpyDtoH,21740.4,61234.6,,,,,,,,,,,0,0,67108864,1
1200b824157406e0,_Z10init_arrayPiS_i,38953.8,29.16,1,32768,1,1,512,1,1,0,0,8,0,-1,,0,0,0,3398448,3364800,0,0,2105,0,3428846,0,0,0,0,3364799,29763124,33729,27394848,0,3369600,33680,1077760,0,866397206,22355327,2097208,0,209715200,2499526,111693780,0,0,876218880,3811145,132910016
1200b82417c673a0,memcpyDtoH,21492.8,60769.6,,,,,,,,,,,0,0,67108864,1
1200b82419162620,_Z10init_arrayPiS_i,38975.8,100.64,1,32768,1,1,512,1,1,0,0,8,0,-1,,0,0,0,3403296,3369600,0,0,2104,0,3440256,0,0,0,0,3369599,29760745,33729,27394848,0,3369600,33712,1078784,0,867427541,22353494,2097208,50534,209715200,2329768,111651366,0,0,876635136,3462683,132873382
1200b8241b68e900,memcpyDtoH,21568.3,60933.3,,,,,,,,,,,0,0,67108864,1
1200b8241cb905a0,_Z10init_arrayPiS_i,38975.1,33.48,1,32768,1,1,512,1,1,0,0,8,0,-1,,0,0,0,3404912,3371200,0,0,2105,0,3436992,0,0,0,0,3369599,29743144,33697,27381840,0,3368000,33696,1078272,0,863941848,22355152,2097208,0,209715200,2359557,111672349,0,0,876843264,3520202,132907477
