# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR 1200ac5e6ebf4e70
# CUDA_DEVICE 0 Tesla C2050
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,gridSizeZ,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,gld_inst_32bit,gld_inst_64bit,gld_inst_128bit,gst_inst_8bit,gst_inst_16bit,gst_inst_32bit,gst_inst_64bit,gst_inst_128bit,local_load,local_store,gld_request,gst_request,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,divergent_branch,l1_local_store_miss,l1_global_load_hit,inst_issued,l1_global_load_miss,inst_executed,uncached_global_load_transaction,global_store_transaction,warps_launched,threads_launched,l1_shared_bank_conflict,active_warps,active_cycles,l2 read requests,l2 read texture requests,l2 write requests,l2 write misses,tex cache requests,tex cache misses,threads instruction executed,dram reads,dram writes
1200f3796d942fc0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.98,22.68,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,416,8403295,6976,8403104,0,256,814,25688,0,112105721,4824851,386664,0,14336,79901,0,0,268899328,264441,90581
1200f3796e491100,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8419.07,22.92,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,496,8403686,6948,8427500,0,256,32,1024,0,113141851,4827514,387256,0,14336,78251,0,0,268899328,260462,88782
1200f3796f0214c0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.7,22.72,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,486,8403327,6924,8425338,0,256,32,1024,0,112259923,4840354,387272,13935,14336,36392,6154,0,268899328,155045,42306
1200f3796fbca000,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.22,23,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403303,6976,8403104,0,256,32,1024,0,112218958,4824971,386976,21796,14336,36366,0,0,268899328,140001,43480
1200f379707b1900,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.86,23.6,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,416,8403304,6980,8403104,0,256,32,1024,0,112210979,4826423,387160,21793,14336,64562,0,0,268902528,237111,73250
1200f379713204c0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8416.99,20.8,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403321,7014,8403104,0,256,32,1024,0,112237906,4826893,387432,21795,14336,91666,0,0,268899328,314737,102924
1200f37971eac0a0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.5,20.6,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403311,6976,8403104,0,256,32,1024,0,112239390,4831918,386616,27122,14336,64322,2040,680,268899328,231464,72900
1200f37972b2c500,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8415.84,22.92,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403313,7008,8403104,0,256,256,8136,0,113295732,4827759,386768,27122,14336,91759,0,0,268899328,310388,103007
1200f379736779c0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.3,20.72,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403319,6912,8403104,0,256,32,1024,0,112268224,4825348,386876,30513,14336,91816,0,0,268899328,311428,103134
1200f379741f9de0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.7,20.68,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,444,8403307,6956,8403104,0,256,32,1024,0,112231903,4826751,387632,58387,14336,102871,662,0,268899328,335579,115624
1200f37974d8efe0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.82,20.72,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403326,7008,8403104,0,256,32,1024,0,112189685,4823815,386584,21797,14336,110166,0,0,268918904,349400,123894
1200f379759299c0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8421.5,22.72,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403312,6944,8403104,0,256,32,1024,0,112140200,4827291,386664,21795,14336,70234,0,0,268904544,247886,79629
1200f3797648b340,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.6,21.2,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,476,8408727,6944,8403104,0,256,32,1024,0,112167621,4828741,387528,21801,14336,36414,0,0,268899328,154701,42428
1200f379770228e0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8419.39,20.6,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,472,8403324,6918,8403104,0,256,32,1024,0,113153134,4825747,387208,26704,14336,36407,0,0,268899328,154943,42367
1200f37977bdbd60,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.02,22.04,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,480,8403318,6944,8403104,0,256,32,1024,0,112196841,4828148,386840,27122,14336,36394,0,0,268899328,139162,43405
1200f3797890c880,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8422.3,22.68,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,416,8403308,6950,8403104,0,256,32,1024,0,112204196,4827531,387720,48915,14336,64447,0,0,268986251,234043,73142
1200f37979480e20,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8416.74,21.32,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403308,7008,8403104,0,256,32,1024,0,112209513,4825394,387208,21795,14336,91548,0,0,268899328,311032,102763
1200f3797a013b20,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8419.87,21,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,472,8403307,6948,8403104,0,256,32,1024,0,112193733,4826354,387120,21797,14336,92120,0,0,268899328,311830,103468
1200f3797abb7fa0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8419.1,24.68,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,480,8403301,6944,8403104,0,256,32,1024,0,112145499,4827325,387360,21801,14336,91513,0,0,268899328,310564,102711
1200f3797b730640,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8420.03,25,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,480,8403309,6952,8403104,0,256,32,1024,0,112253341,4827242,387152,27122,14336,97381,0,0,268899328,319180,110157
1200f3797c290280,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.47,23.56,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,480,8403313,6952,8403104,0,256,32,1024,0,112266364,4830360,386920,27122,14336,75438,2073,0,268899328,252626,85680
1200f3797ce46c60,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8419.97,21.2,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,480,8403310,6948,8403104,0,256,32,1024,0,112213351,4829654,387712,27122,14336,69982,536,0,268984817,248026,79385
1200f3797d9e7d40,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8416.8,21.96,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,544,8405931,6976,8403104,0,256,32,1024,0,112154248,4828388,387624,48912,14336,36395,0,0,268899328,154747,42393
1200f3797e5364e0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.3,22.6,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,480,8403304,7042,8427687,0,256,32,1024,0,112248155,4825792,386888,21799,14336,36410,0,1440,268899328,155601,42285
1200f3797f0d7960,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8419.36,21.68,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403312,6944,8403104,0,256,32,1024,0,112158225,4827891,386776,21798,14336,36367,0,0,268899328,140742,43431
1200f3797fc6a580,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.47,20.72,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,436,8403308,6912,8403104,0,256,32,1024,0,112324682,4827042,387032,0,14336,36356,0,0,268899328,123931,44600
1200f379808d0f20,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.7,21.84,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,480,8403315,6976,8403104,0,256,32,1024,0,112202373,4826039,386616,27122,14336,63784,0,0,268899328,237309,72242
1200f37981413a80,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.27,20.88,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,414,8403307,7038,8403104,0,256,32,1024,0,112264146,4826678,386976,27122,14336,63606,0,0,268899328,229781,72064
1200f37981f8f460,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8420.03,22.72,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403315,6948,8403104,0,256,32,1024,0,112309822,4841597,386248,48916,14336,69378,6466,0,268899328,244743,78822
1200f37982b24160,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8419.1,20.32,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,468,8403324,6984,8403104,0,256,32,1024,0,112198588,4825957,386968,48915,14336,75514,0,0,268916128,253040,85639
1200f379836b96a0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.69,21.24,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,474,8403311,7008,8403104,0,256,32,1024,0,112226265,4825560,386992,21796,14336,69983,0,0,268899328,228835,80466
1200f379841f9600,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8416.38,20.76,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403320,7008,8403104,0,256,32,1024,0,112256878,4828432,387088,0,14336,82492,0,4204,268899328,278881,92713
1200f37984d70340,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.18,20.84,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8408826,6970,8403104,0,256,32,1024,0,112152390,4826415,387040,27122,14336,91239,0,0,268899328,310653,102426
1200f379858f6fe0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.46,20.68,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403321,6944,8403104,0,256,32,1024,0,112206951,4826937,386856,27122,14336,36397,0,0,268899328,154737,42352
1200f3798645c9a0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8416.64,23.24,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,480,8405420,6928,8403104,0,256,32,1024,0,112208490,4830299,388120,48919,14336,36385,1880,0,268899328,154879,42368
1200f37986fc2e20,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.15,20.88,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,468,8403299,6948,8403104,0,256,32,1024,0,112222622,4827852,386592,48918,14336,36408,0,0,268899328,154605,42318
1200f37987b41760,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8419.01,23.32,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,384,8403322,6976,8403104,0,256,87,2776,0,112179068,4827156,387072,21801,14336,36396,0,0,268976988,139229,43452
1200f3798870b560,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8421.76,23.36,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,480,8403312,7010,8415406,0,256,32,1024,0,112258047,4827054,387072,21801,14336,83590,0,0,268899328,300356,93990
1200f379892fc2c0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.86,20.44,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,496,8403308,6976,8403104,0,256,198,6268,0,112289791,4826364,386168,0,14336,98255,0,0,268899328,325829,110391
1200f37989f89660,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8420.86,21.4,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,486,8408834,6950,8403104,0,256,32,1024,0,112282917,4829078,387352,27122,14336,117108,0,0,268899328,371466,130670
1200f3798ac17940,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8415.68,21.36,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,512,8403312,6944,8403104,0,256,32,1024,0,112146083,4828174,387056,48923,14336,98012,0,0,268987117,325625,110166
1200f3798b9314a0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8416.9,20.56,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,416,8403304,6960,8403104,0,256,32,1024,0,112272774,4827016,386632,48921,14336,109440,0,1990,268899328,362135,122130
1200f3798c5d35c0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8420.35,21.36,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,416,8403315,6980,8403104,0,256,830,26175,0,112140255,4826997,387752,48923,14336,91947,0,0,268899328,310053,103223
1200f3798d1872e0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.37,20.64,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,416,8403327,6948,8403104,0,256,228,7231,0,112181752,4827408,386536,21797,14336,36423,0,0,268899328,154899,42376
1200f3798de541e0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.57,22.64,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403324,7002,8427404,0,256,80,2552,0,113185562,4827180,387040,0,14336,36413,0,0,268899328,154677,42345
1200f3798ea78e60,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.94,23.6,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,512,8405437,6980,8403104,0,256,292,9281,0,112331862,4826948,387552,27122,14336,36389,0,0,268899328,154703,42339
1200f3798f6831a0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.21,22.76,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,512,8403311,6976,8403104,0,256,32,1024,0,112278360,4829503,387048,48921,14336,36382,1752,4313,268923419,139253,43521
1200f3799030ab40,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.82,20.76,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,460,8404374,6976,8403104,0,256,32,1024,0,112987652,4839949,387056,48915,14336,103292,4221,0,268899328,339534,116057
1200f37991008b60,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.76,21.12,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403310,6980,8403104,0,256,32,1024,0,112330170,4826916,387088,48916,14336,110064,0,0,268899328,350185,123771
1200f37991cd7de0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8416.93,20.56,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,468,8403314,6928,8403104,0,256,32,1024,0,112261640,4828271,387320,21801,14336,118921,0,0,268986668,378565,132943
1200f379928ebe60,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8416.64,22.44,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,540,8403329,6976,8403104,0,256,32,1024,0,112170313,4825519,387448,0,14336,109731,0,0,268899328,358904,122526
1200f3799349b9c0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8416.74,25.52,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,528,8403292,6960,8403104,0,256,32,1024,0,112273684,4827870,387192,0,14336,91926,0,0,268920090,310900,103258
1200f37993ff8f40,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8419.81,23.68,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,474,8403314,6944,8403104,0,256,32,1024,0,112218390,4825954,387320,27122,14336,91641,0,0,268899328,311877,102815
1200f37994b7fa20,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8419.52,22.08,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403321,7012,8403104,0,256,32,1024,0,112367651,4829695,387464,48920,14336,36405,861,0,268899328,154977,42370
1200f379956f9020,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.98,23.4,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403309,6912,8403104,0,256,32,1024,0,112196828,4826856,388072,48919,14336,36398,0,0,268899328,155253,42405
1200f3799627fa60,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.56,24.2,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,476,8408704,7008,8403104,0,256,32,1024,0,112200851,4828171,387048,48916,14336,36432,0,0,268899328,155007,42401
1200f37996e13f80,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.21,21.24,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,478,8403322,6944,8403104,0,256,32,1024,0,112276187,4826310,386640,0,14336,36391,0,0,268899328,139952,43450
1200f379979d9000,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.56,21.36,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403315,7072,8403104,0,256,32,1024,0,112231464,4826461,387040,0,14336,114737,0,0,268899328,349108,130280
1200f3799865da40,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.95,20.96,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458775,1808,4,0,0,0,508,8403311,6884,8403104,0,256,32,1024,0,112222711,4826631,387712,0,14336,84389,0,0,268899328,244786,98700
1200f379991c2620,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.89,20.96,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458795,1834,4,0,0,0,480,8403305,6976,8403104,0,256,32,1024,0,112149752,4826687,386576,48917,14336,95689,0,1264,268899328,311748,107364
1200f37999d5cce0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.21,21.68,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,416,8403307,7008,8425928,0,256,32,1024,0,112262795,4827437,387512,48922,14336,60943,0,0,268899328,216726,70109
1200f3799a8fde60,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8416.93,20.68,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,440,8408711,6942,8403104,0,256,32,1024,0,112224174,4829019,387080,48916,14336,102535,1304,0,268899328,337687,114701
1200f3799b49dd40,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.86,22.12,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403310,7040,8403104,0,256,32,1024,0,112174146,4826855,386512,27122,14336,91687,0,0,268899328,309996,102951
1200f3799bffd080,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8418.98,20.72,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,488,8403306,7008,8403104,0,256,32,1024,0,112205185,4828091,386640,0,14336,92017,0,0,268899328,311331,103339
1200f3799cb6c3e0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.76,21,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403311,7040,8403104,0,256,32,1024,0,112207784,4827967,386840,0,14336,113722,0,0,268899328,358214,127741
1200f3799d6d5c00,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.82,23.28,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403313,6920,8403104,0,256,32,1024,0,112178446,4826338,387144,9867,14336,77963,0,0,268899328,255613,88478
1200f3799e34e620,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8419.68,24.28,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,416,8403325,6944,8403104,0,256,32,1024,0,112245689,4840762,387496,21797,14336,82171,6498,0,268899328,276040,92782
1200f3799eec1780,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8416.64,21.28,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,436,8403315,6984,8403104,0,256,32,1024,0,112173682,4827519,387536,48922,14336,85237,0,0,268899328,286288,95640
1200f3799fa56b40,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8419.04,21.24,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,448,8403327,6976,8403104,0,256,32,1024,0,112287414,4826647,387544,27122,14336,64323,0,0,268899328,232511,72972
1200f379a05dd1e0,_Z15integrateBodiesIfLb0EEvPN4vec4IT_E4TypeES4_S4_ffi,8417.02,23.48,0.667,56,1,1,256,1,1,4096,0,30,0,-1,,0,0,0,831488,0,0,0,0,28672,0,0,1856,64,458752,1792,4,0,0,0,468,8403307,6976,8403104,0,256,793,24952,0,112207550,4827581,387056,31747,14336,64334,0,0,268899328,217452,74186
