# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR 1200ac5f7b605e78
# CUDA_DEVICE 0 Tesla C2050
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,gridSizeZ,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,gld_inst_32bit,gld_inst_64bit,gld_inst_128bit,gst_inst_8bit,gst_inst_16bit,gst_inst_32bit,gst_inst_64bit,gst_inst_128bit,local_load,local_store,gld_request,gst_request,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,branch,l1_local_load_miss,l1_local_store_hit,divergent_branch,l1_local_store_miss,l1_global_load_hit,inst_issued,l1_global_load_miss,inst_executed,uncached_global_load_transaction,global_store_transaction,warps_launched,threads_launched,l1_shared_bank_conflict,active_warps,active_cycles,l2 read requests,l2 read texture requests,l2 write requests,l2 read misses,l2 write misses,tex cache requests,tex cache misses,threads instruction executed,dram reads,dram writes
1200c1afab482ac0,_Z22gemm_kernel1x1_tex_valIfLb1ELb0ELb0ELb0ELb0EEvPT_iiiiiiiiS0_S0_,437.28,5.56,1,4,60,1,16,16,1,0,2176,17,0,-1,,0,0,0,0,0,0,61440,0,0,0,0,0,144,184320,11520,18,0,5504,0,0,0,0,0,337288,0,345312,0,288,136,4352,10880,10515043,236886,0,594948,7680,103009,7910,87040,42484,10436096,202369,11750
1200c1afab4ede80,_Z24fermiSgemm_v2_kernel_valILb1ELb0ELb0EEvPfPKfS2_iiiiiiffii,1579.81,5.52,0.333,6,10,1,64,4,1,0,12736,63,0,-1,,0,0,0,0,0,0,552960,0,0,11264,8832,0,1152,307200,19200,5,13525,1376,472,32,0,8800,0,1246319,0,1229376,0,2304,32,1024,15360,13247494,904299,27036,920124,88540,311611,88992,153600,61440,39340032,614856,107793
1200c1afab670100,_Z22gemm_kernel1x1_tex_valIfLb1ELb0ELb0ELb0ELb0EEvPT_iiiiiiiiS0_S0_,436.992,5.52,1,4,60,1,16,16,1,0,2176,17,0,-1,,0,0,0,0,0,0,61440,0,0,0,0,0,136,163840,10240,16,0,5848,0,0,0,0,0,317456,0,326128,0,272,136,4352,10880,9775508,249364,0,595998,7680,102453,7919,92160,44556,10436096,205930,11689
1200c1afab6db380,_Z24fermiSgemm_v2_kernel_valILb1ELb0ELb0EEvPfPKfS2_iiiiiiffii,1580.96,5.52,0.333,6,10,1,64,4,1,0,12736,63,0,-1,,0,0,0,0,0,0,552960,0,0,11264,8832,0,1152,245760,15360,4,10805,1376,413,32,0,8800,0,1246291,0,1229376,0,2304,32,1024,15360,13183842,903122,26748,920074,88628,309100,88830,153600,61440,44257536,614038,106306
1200c1afab85da60,_Z22gemm_kernel1x1_tex_valIfLb1ELb0ELb0ELb0ELb0EEvPT_iiiiiiiiS0_S0_,437.088,5.48,1,4,60,1,16,16,1,0,2176,17,0,-1,,0,0,0,0,0,0,61440,0,0,0,0,0,136,174080,10880,17,0,5848,0,0,0,0,0,357120,0,345312,0,288,144,4608,11520,10537981,236634,0,593482,7680,103010,7861,87040,40492,10436096,206218,11606
1200c1afab8c8d20,_Z24fermiSgemm_v2_kernel_valILb1ELb0ELb0EEvPfPKfS2_iiiiiiffii,1582.11,5.84,0.333,6,10,1,64,4,1,0,12736,63,0,-1,,0,0,0,0,0,0,552960,0,0,11264,8832,0,1152,245760,15360,4,10820,1376,435,32,0,8800,0,1246267,0,1229376,0,2304,32,1024,15360,10716768,721477,27492,920068,88496,310214,89566,122880,61440,44257536,615035,107709
1200c1afaba4b880,_Z22gemm_kernel1x1_tex_valIfLb1ELb0ELb0ELb0ELb0EEvPT_iiiiiiiiS0_S0_,436.928,5.56,1,4,60,1,16,16,1,0,2176,17,0,-1,,0,0,0,0,0,0,61440,0,0,0,0,0,144,184320,11520,18,0,5848,0,0,0,0,0,337288,0,326128,0,272,136,4352,10880,10507343,237862,0,595340,7680,102498,7924,87040,44608,10743040,206051,11669
1200c1afabab6aa0,_Z24fermiSgemm_v2_kernel_valILb1ELb0ELb0EEvPfPKfS2_iiiiiiffii,1580.16,6.84,0.333,6,10,1,64,4,1,0,12736,63,0,-1,,0,0,0,0,0,0,552960,0,0,11264,8832,0,1152,245760,15360,4,10856,1376,444,32,0,8800,0,1246290,0,1536720,0,2880,40,1280,19200,10757689,907810,26672,920118,88612,312092,88850,153600,61440,39340032,614223,106707
1200c1afabc38e60,_Z22gemm_kernel1x1_tex_valIfLb1ELb0ELb0ELb0ELb0EEvPT_iiiiiiiiS0_S0_,436.992,5.64,1,4,60,1,16,16,1,0,2176,17,0,-1,,0,0,0,0,0,0,61440,0,0,0,0,0,144,163840,10240,16,0,5848,0,0,0,0,0,337288,0,326128,0,272,144,4608,11520,10520446,249343,0,596890,7680,102642,7901,92160,36812,10436096,206391,11729
1200c1afabca40a0,_Z24fermiSgemm_v2_kernel_valILb1ELb0ELb0EEvPfPKfS2_iiiiiiffii,1580.96,5.52,0.333,6,10,1,64,4,1,0,12736,63,0,-1,,0,0,0,0,0,0,552960,0,0,11264,8832,0,1152,245760,15360,4,10824,1376,471,32,0,10992,0,1246428,0,1229376,0,2304,32,1024,15360,10679715,905320,26472,920130,88060,310022,88385,153600,61440,39340032,613321,105474
