7680	5328
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1819	5733
1805	5762
1792	5790
1778	5819
1764	5848
1750	5877
1737	5906
1723	5934
1709	5963
1695	5992
1682	6021
1668	6050
1654	6078
1641	6107
1627	6136
1613	6165
1599	6194
1590	6210
1585	6214
1581	6218
1576	6222
1571	6226
1567	6229
1562	6233
1557	6237
1553	6241
1548	6245
1543	6249
1539	6253
1534	6257
1529	6261
1524	6265
1520	6268
1515	6272
1510	6276
1506	6280
1501	6284
1496	6288
1492	6292
1487	6296
1482	6300
1477	6303
1473	6307
1468	6311
1463	6315
1459	6319
1454	6323
1449	6327
1445	6331
1440	6335
1435	6338
1431	6342
1426	6346
1421	6350
1416	6354
1412	6358
1407	6362
1402	6366
1398	6370
1393	6373
1388	6377
1384	6381
1379	6385
1374	6389
1370	6393
1365	6397
1360	6401
1355	6405
1351	6408
1346	6410
1341	6412
1337	6414
1332	6416
1327	6418
1323	6420
1320	6422
1318	6424
1315	6426
1312	6428
1309	6430
1306	6432
1303	6434
1300	6436
1297	6438
1294	6440
1291	6442
1288	6444
1285	6446
1282	6448
1279	6450
1276	6452
1273	6454
1270	6456
1267	6458
1264	6460
1261	6462
1258	6464
1256	6466
1253	6468
1250	6470
1247	6472
1244	6474
1241	6476
1238	6478
1235	6480
1232	6482
1229	6484
1226	6486
1223	6488
1220	6490
1217	6492
1214	6494
1211	6496
1208	6498
1205	6500
1202	6502
1199	6504
1196	6506
1194	6508
1191	6510
1188	6512
1185	6514
1182	6516
1179	6518
1176	6520
1173	6522
1170	6524
1167	6526
1164	6528
1161	6530
1158	6532
1155	6534
1152	6536
1149	6538
1146	6540
1143	6542
1140	6544
1137	6546
1135	6548
1132	6550
1129	6552
1126	6554
1123	6556
1120	6558
1117	6560
1114	6562
1111	6564
1108	6566
1105	6568
1102	6570
1099	6572
1096	6574
1093	6576
1090	6578
1087	6580
1084	6582
1081	6584
1078	6586
1075	6588
1073	6590
1070	6592
1067	6594
1064	6596
1061	6598
1058	6600
1055	6602
1052	6604
1049	6606
1046	6608
1043	6610
1040	6612
1037	6614
1034	6616
1031	6618
1028	6620
1025	6622
1022	6624
1019	6626
1016	6628
1013	6630
1011	6632
1008	6634
1005	6636
1004	6638
1003	6640
1001	6642
1000	6644
998	6646
997	6648
996	6649
994	6651
993	6652
991	6654
990	6656
989	6657
987	6659
986	6661
984	6662
983	6664
981	6665
980	6667
979	6669
977	6670
976	6672
974	6674
973	6675
972	6677
970	6678
969	6680
967	6682
966	6683
965	6685
963	6687
962	6688
960	6690
959	6691
958	6693
956	6695
955	6696
953	6698
952	6699
951	6701
949	6703
948	6704
946	6706
945	6708
944	6709
942	6711
941	6712
939	6714
938	6716
936	6717
935	6719
934	6721
932	6722
931	6724
929	6725
928	6727
927	6729
925	6730
924	6732
922	6734
921	6735
920	6737
918	6738
917	6740
915	6742
914	6743
913	6745
911	6746
910	6748
908	6750
907	6751
906	6753
904	6755
903	6756
901	6758
900	6759
899	6761
897	6763
896	6764
894	6766
893	6768
891	6769
890	6771
889	6772
887	6774
886	6776
884	6777
883	6779
882	6781
880	6782
879	6784
877	6785
876	6787
875	6789
873	6790
872	6792
870	6793
869	6795
868	6797
866	6798
865	6800
863	6802
862	6803
861	6805
859	6806
858	6808
856	6810
855	6811
854	6813
852	6815
851	6816
849	6818
848	6819
847	6821
845	6823
844	6824
842	6826
841	6828
839	6829
838	6831
837	6832
835	6834
834	6836
832	6837
831	6839
830	6840
828	6842
827	6844
825	6845
824	6847
823	6849
821	6850
820	6852
818	6853
817	6855
816	6857
814	6858
813	6860
811	6862
810	6863
809	6865
807	6866
806	6868
804	6870
803	6871
802	6873
800	6875
799	6876
797	6878
796	6879
794	6881
793	6883
792	6884
790	6886
789	6887
787	6889
786	6891
785	6892
783	6894
782	6896
780	6897
779	6899
778	6900
776	6902
775	6904
773	6905
772	6907
771	6909
769	6910
768	6912
766	6913
765	6915
764	6916
762	6917
761	6918
759	6919
758	6921
757	6922
755	6923
754	6924
752	6925
751	6927
750	6928
749	6929
748	6930
746	6931
745	6932
744	6934
743	6935
742	6936
741	6937
740	6938
739	6940
738	6941
737	6942
736	6943
735	6944
734	6945
733	6947
732	6948
731	6949
730	6950
729	6951
728	6953
727	6954
726	6955
725	6956
724	6957
723	6958
722	6960
721	6961
720	6962
719	6963
718	6964
717	6966
716	6967
715	6968
714	6969
712	6970
711	6971
710	6973
709	6974
708	6975
707	6976
706	6977
705	6979
704	6980
703	6981
702	6982
701	6983
700	6984
699	6986
698	6987
697	6988
696	6989
695	6990
694	6992
693	6993
692	6994
691	6995
690	6996
689	6997
688	6999
687	7000
686	7001
685	7002
684	7003
683	7005
682	7006
681	7007
680	7008
678	7009
677	7010
676	7012
675	7013
674	7014
673	7015
672	7016
671	7018
670	7019
669	7020
668	7021
667	7022
666	7023
665	7025
664	7026
663	7027
662	7028
661	7029
660	7031
659	7032
658	7033
657	7034
656	7035
655	7036
654	7038
653	7039
652	7040
651	7041
650	7042
649	7044
648	7045
647	7046
645	7047
644	7048
643	7049
642	7051
641	7052
640	7053
639	7054
638	7055
637	7057
636	7058
635	7059
634	7060
633	7061
632	7062
631	7064
630	7065
629	7066
628	7067
627	7068
626	7070
625	7071
624	7072
623	7073
622	7074
621	7075
620	7077
619	7078
618	7079
617	7080
616	7081
615	7083
614	7084
613	7085
611	7086
610	7087
609	7088
608	7090
607	7091
606	7092
605	7093
604	7094
603	7096
602	7097
601	7098
600	7099
599	7100
598	7102
597	7103
596	7104
595	7105
594	7106
593	7107
592	7109
591	7110
590	7111
589	7112
588	7113
587	7115
586	7116
585	7117
584	7118
583	7119
582	7120
581	7122
580	7123
578	7124
577	7125
576	7126
575	7128
574	7129
573	7130
572	7131
571	7132
570	7133
569	7135
568	7136
567	7136
566	7137
565	7138
564	7139
563	7139
562	7140
561	7141
560	7141
560	7142
559	7143
558	7143
557	7144
556	7145
556	7145
555	7146
554	7147
553	7148
552	7148
552	7149
551	7150
550	7150
549	7151
548	7152
548	7152
547	7153
546	7154
545	7155
544	7155
544	7156
543	7157
542	7157
541	7158
540	7159
540	7159
539	7160
538	7161
537	7161
536	7162
536	7163
535	7164
534	7164
533	7165
532	7166
532	7166
531	7167
530	7168
529	7168
528	7169
528	7170
527	7170
526	7171
525	7172
524	7173
524	7173
523	7174
522	7175
521	7175
520	7176
520	7177
519	7177
518	7178
517	7179
516	7179
516	7180
515	7181
514	7182
513	7182
512	7183
512	7184
511	7184
510	7185
509	7186
508	7186
508	7187
507	7188
506	7188
505	7189
504	7190
504	7191
503	7191
502	7192
501	7193
500	7193
500	7194
499	7195
498	7195
497	7196
496	7197
496	7197
495	7198
494	7199
493	7200
492	7200
492	7201
491	7202
490	7202
489	7203
488	7204
488	7204
487	7205
486	7206
485	7206
484	7207
484	7208
483	7209
482	7209
481	7210
480	7211
480	7211
479	7212
478	7213
477	7213
476	7214
476	7215
475	7215
474	7216
473	7217
472	7218
472	7218
471	7219
470	7220
469	7220
468	7221
468	7222
467	7222
466	7223
465	7224
464	7224
464	7225
463	7226
462	7227
461	7227
460	7228
460	7229
459	7229
458	7230
457	7231
456	7231
456	7232
455	7233
454	7233
453	7234
452	7235
452	7236
451	7236
450	7237
449	7238
448	7238
448	7239
447	7240
446	7240
445	7241
444	7242
444	7242
443	7243
442	7244
441	7245
440	7245
440	7246
439	7247
438	7247
437	7248
436	7249
436	7249
435	7250
434	7251
433	7251
432	7252
432	7253
431	7254
430	7254
429	7255
428	7256
428	7256
427	7257
426	7258
425	7258
425	7259
424	7260
424	7261
423	7261
423	7262
422	7263
422	7263
422	7264
421	7265
421	7265
420	7266
420	7267
419	7267
419	7268
418	7269
418	7270
417	7270
417	7271
416	7272
416	7272
415	7273
415	7274
414	7274
414	7275
413	7276
413	7276
412	7277
412	7278
411	7279
411	7279
410	7280
410	7281
409	7281
409	7282
408	7283
408	7283
407	7284
407	7285
407	7285
406	7286
406	7287
405	7288
405	7288
404	7289
404	7290
403	7290
403	7291
402	7291
402	7292
401	7292
401	7292
400	7293
400	7293
399	7294
399	7294
398	7295
398	7295
397	7296
397	7296
396	7297
396	7297
395	7298
395	7298
394	7299
394	7299
393	7300
393	7300
392	7301
392	7301
391	7302
391	7302
391	7303
390	7303
390	7304
389	7304
389	7305
388	7305
388	7305
387	7306
387	7306
386	7307
386	7307
385	7308
385	7308
384	7309
384	7309
383	7310
383	7310
382	7311
382	7311
381	7312
381	7312
380	7313
380	7313
379	7314
379	7314
378	7315
378	7315
377	7316
377	7316
376	7317
376	7317
375	7318
375	7318
375	7319
374	7319
374	7319
373	7320
373	7320
372	7321
372	7321
371	7322
371	7322
370	7323
370	7323
369	7324
369	7324
368	7325
368	7325
367	7326
367	7326
366	7327
366	7327
365	7328
365	7328
364	7329
364	7329
363	7330
363	7330
362	7331
362	7331
361	7332
361	7332
360	7332
360	7333
360	7333
359	7334
359	7334
358	7335
358	7335
357	7336
357	7336
356	7337
356	7337
355	7338
355	7338
354	7339
354	7339
353	7340
353	7340
352	7341
352	7341
351	7342
351	7342
350	7343
350	7343
349	7344
349	7344
348	7345
348	7345
347	7345
347	7346
346	7346
346	7347
345	7347
345	7348
344	7348
344	7349
344	7349
343	7350
343	7350
342	7351
342	7351
341	7352
341	7352
340	7353
340	7353
339	7354
339	7354
338	7355
338	7355
337	7356
337	7356
336	7357
336	7357
335	7358
335	7358
334	7358
334	7359
334	7359
333	7360
333	7360
333	7361
333	7361
332	7362
332	7362
332	7363
331	7363
331	7364
331	7364
330	7365
330	7365
330	7366
329	7366
329	7367
329	7367
328	7368
328	7368
328	7369
327	7369
327	7370
327	7370
326	7371
326	7371
326	7372
326	7372
325	7372
325	7373
325	7373
324	7374
324	7374
324	7375
323	7375
323	7376
323	7376
322	7377
322	7377
322	7378
321	7378
321	7379
321	7379
320	7380
320	7380
320	7381
320	7381
319	7382
319	7382
319	7383
318	7383
318	7384
318	7384
317	7385
317	7385
317	7385
316	7386
316	7386
316	7387
315	7387
315	7388
315	7388
314	7389
314	7389
314	7390
314	7390
313	7391
313	7391
313	7392
312	7392
312	7393
312	7393
311	7394
311	7394
311	7395
310	7395
310	7396
310	7396
309	7397
309	7397
309	7398
308	7398
308	7398
308	7399
307	7399
307	7400
307	7400
307	7401
306	7401
306	7402
306	7402
305	7403
305	7403
305	7404
304	7404
304	7405
304	7405
303	7406
303	7406
303	7407
302	7407
302	7408
302	7408
301	7409
301	7409
301	7410
301	7410
300	7411
300	7411
300	7411
299	7412
299	7412
299	7413
298	7413
298	7414
298	7414
297	7415
297	7415
297	7416
296	7416
296	7417
296	7417
295	7418
295	7418
295	7419
295	7419
294	7420
294	7420
294	7421
293	7421
293	7422
293	7422
292	7423
292	7423
292	7424
291	7424
291	7425
291	7425
290	7425
290	7426
290	7426
289	7427
289	7427
289	7428
288	7428
288	7429
288	7429
288	7430
287	7430
287	7431
287	7431
286	7432
286	7432
286	7433
285	7433
285	7434
285	7434
284	7435
284	7435
284	7436
283	7436
283	7437
283	7437
282	7438
282	7438
282	7438
282	7439
281	7439
281	7440
281	7440
280	7441
280	7441
280	7442
279	7442
279	7443
279	7443
278	7443
278	7444
278	7444
277	7444
277	7444
277	7445
276	7445
276	7445
276	7445
275	7445
275	7446
275	7446
275	7446
274	7446
274	7447
274	7447
273	7447
273	7447
273	7447
272	7448
272	7448
272	7448
271	7448
271	7449
271	7449
270	7449
270	7449
270	7449
269	7450
269	7450
269	7450
269	7450
268	7451
268	7451
268	7451
267	7451
267	7451
267	7452
266	7452
266	7452
266	7452
265	7453
265	7453
265	7453
264	7453
264	7453
264	7454
263	7454
263	7454
263	7454
263	7454
262	7455
262	7455
262	7455
261	7455
261	7456
261	7456
260	7456
260	7456
260	7456
259	7457
259	7457
259	7457
258	7457
258	7458
258	7458
257	7458
257	7458
257	7458
256	7459
256	7459
256	7459
