col	row	isTF	isLib	isDud	isAmbg	nCall	cf	ie	dr	keySNR	keySD	keySig	oneSig	zeroSig	ppf	medAbsRes	multiplier
44	6	0	0	1	0	26	0.0120	0.0088	0.00023	0.000	0.014	0.000	0.000	0.000	0.233	0.032	0.000
35	6	0	1	0	0	128	0.0120	0.0088	0.00023	14.158	0.068	0.968	0.969	0.001	0.450	0.045	0.000
37	6	0	1	0	0	118	0.0120	0.0088	0.00023	15.488	0.060	0.935	0.946	0.011	0.400	0.033	0.003
0	7	0	0	1	0	26	0.0120	0.0088	0.00023	0.000	0.014	0.000	0.000	0.000	0.233	0.032	0.000
39	6	0	1	0	0	120	0.0120	0.0088	0.00023	25.410	0.038	0.964	0.982	0.018	0.450	0.026	0.000
45	6	0	1	0	0	121	0.0120	0.0088	0.00023	42.219	0.024	1.025	1.026	0.001	0.450	0.057	0.000
38	6	0	1	0	0	131	0.0120	0.0088	0.00023	68.754	0.014	0.972	0.973	0.001	0.517	0.055	0.004
37	1	0	1	0	0	188	0.0120	0.0088	0.00023	10.181	0.102	1.035	1.102	0.066	0.733	0.123	0.092
2	7	0	1	0	0	113	0.0120	0.0088	0.00023	10.575	0.091	0.962	1.010	0.048	0.450	0.063	0.002
32	6	0	1	0	0	134	0.0120	0.0088	0.00023	37.047	0.031	1.163	1.164	0.001	0.517	0.169	0.000
1	7	0	1	0	0	125	0.0120	0.0088	0.00023	10.805	0.085	0.918	0.919	0.001	0.450	0.049	0.000
7	7	0	1	0	0	122	0.0120	0.0088	0.00023	16.767	0.061	1.030	1.031	0.001	0.400	0.049	0.000
47	6	0	1	0	0	135	0.0120	0.0088	0.00023	12.996	0.069	0.902	0.943	0.041	0.433	0.035	0.000
4	3	0	1	0	0	182	0.0120	0.0088	0.00023	23.038	0.049	1.132	1.159	0.027	0.783	0.158	0.000
14	7	0	1	0	0	113	0.0120	0.0088	0.00023	15.563	0.062	0.972	0.988	0.016	0.433	0.024	0.001
13	7	0	1	0	0	108	0.0120	0.0088	0.00023	11.017	0.086	0.947	0.948	0.001	0.400	0.080	0.067
8	7	0	1	0	0	127	0.0120	0.0088	0.00023	37.196	0.025	0.943	0.944	0.001	0.500	0.042	0.000
0	2	0	1	0	0	197	0.0120	0.0088	0.00023	9.394	0.127	1.198	1.199	0.001	0.750	0.170	0.073
17	7	0	1	0	0	103	0.0120	0.0088	0.00023	10.774	0.092	0.995	0.996	0.001	0.417	0.026	0.000
18	7	0	1	0	0	111	0.0120	0.0088	0.00023	10.716	0.087	0.932	0.933	0.001	0.400	0.030	0.000
16	7	0	1	0	0	113	0.0120	0.0088	0.00023	14.874	0.061	0.909	0.923	0.014	0.450	0.033	0.000
23	6	0	1	0	0	145	0.0120	0.0088	0.00023	7.570	0.112	0.846	0.892	0.046	0.400	0.086	0.000
19	7	0	1	0	0	110	0.0120	0.0088	0.00023	34.893	0.027	0.937	0.938	0.001	0.417	0.034	0.000
20	7	0	1	0	0	121	0.0120	0.0088	0.00023	16.113	0.058	0.929	0.930	0.001	0.450	0.028	0.000
25	3	0	1	0	0	216	0.0120	0.0088	0.00023	4.714	0.219	1.035	1.036	0.001	0.850	0.135	0.002
33	3	0	1	0	0	188	0.0120	0.0088	0.00023	36.907	0.031	1.160	1.161	0.001	0.733	0.173	0.001
21	7	0	1	0	0	109	0.0120	0.0088	0.00023	23.458	0.041	0.957	0.958	0.001	0.450	0.025	0.014
15	7	0	1	0	0	122	0.0120	0.0088	0.00023	23.054	0.046	1.072	1.073	0.001	0.483	0.043	0.000
10	7	0	1	0	0	183	0.0120	0.0088	0.00023	13.985	0.057	0.801	1.031	0.231	0.450	0.184	0.000
26	7	0	1	0	0	107	0.0120	0.0088	0.00023	15.135	0.070	1.059	1.060	0.001	0.433	0.054	0.000
27	7	0	1	0	0	108	0.0120	0.0088	0.00023	25.889	0.037	0.968	0.969	0.001	0.433	0.041	0.000
30	7	0	1	0	0	115	0.0120	0.0088	0.00023	13.296	0.075	0.991	0.992	0.001	0.433	0.039	0.000
24	6	0	1	0	0	159	0.0120	0.0088	0.00023	9.658	0.099	0.958	1.059	0.101	0.583	0.194	0.000
39	7	0	1	0	0	112	0.0120	0.0088	0.00023	17.298	0.061	1.053	1.055	0.001	0.467	0.067	0.000
35	7	0	1	0	0	117	0.0120	0.0088	0.00023	14.359	0.068	0.972	0.973	0.001	0.483	0.041	0.000
38	7	0	1	0	0	109	0.0120	0.0088	0.00023	8.254	0.113	0.933	0.937	0.004	0.400	0.070	0.000
37	7	0	1	0	0	117	0.0120	0.0088	0.00023	12.811	0.071	0.904	0.913	0.009	0.433	0.039	0.004
32	7	0	1	0	0	125	0.0120	0.0088	0.00023	12.347	0.075	0.931	0.932	0.001	0.450	0.071	0.000
43	7	0	1	0	0	120	0.0120	0.0088	0.00023	12.427	0.076	0.945	0.954	0.009	0.517	0.044	0.000
42	7	0	1	0	0	124	0.0120	0.0088	0.00023	24.391	0.039	0.945	0.948	0.003	0.467	0.038	0.000
46	7	0	1	0	0	119	0.0120	0.0088	0.00023	21.430	0.043	0.915	0.923	0.008	0.450	0.050	0.000
47	7	0	1	0	0	109	0.0120	0.0088	0.00023	9.722	0.099	0.967	0.968	0.001	0.300	0.034	0.001
40	7	0	1	0	0	125	0.0120	0.0088	0.00023	7.780	0.124	0.963	0.980	0.017	0.500	0.050	0.000
4	8	0	1	0	0	119	0.0120	0.0088	0.00023	15.701	0.066	1.029	1.035	0.006	0.450	0.031	0.000
44	2	0	1	0	0	197	0.0120	0.0088	0.00023	15.482	0.080	1.241	1.247	0.006	0.800	0.141	0.003
8	8	0	1	0	0	111	0.0120	0.0088	0.00023	22.935	0.046	1.045	1.046	0.001	0.383	0.029	0.000
44	7	0	1	0	0	124	0.0120	0.0088	0.00023	17.920	0.046	0.832	0.842	0.010	0.450	0.044	0.000
34	7	0	1	0	0	145	0.0120	0.0088	0.00023	49.212	0.023	1.133	1.134	0.001	0.483	0.134	0.001
13	8	0	1	0	0	117	0.0120	0.0088	0.00023	10.754	0.084	0.908	0.909	0.001	0.483	0.059	0.001
9	8	0	1	0	0	117	0.0120	0.0088	0.00023	8.657	0.114	0.988	1.006	0.018	0.483	0.028	0.000
17	8	0	1	0	0	115	0.0120	0.0088	0.00023	20.893	0.048	1.011	1.012	0.001	0.433	0.047	0.000
22	8	0	1	0	0	116	0.0120	0.0088	0.00023	24.346	0.038	0.921	0.974	0.052	0.400	0.036	0.000
15	8	0	1	0	0	120	0.0120	0.0088	0.00023	17.849	0.053	0.953	0.954	0.002	0.483	0.049	0.000
19	8	0	1	0	0	116	0.0120	0.0088	0.00023	11.027	0.086	0.946	0.947	0.001	0.517	0.042	0.000
1	4	0	1	0	0	187	0.0120	0.0088	0.00023	8.223	0.137	1.125	1.126	0.001	0.733	0.227	0.108
28	7	0	1	0	0	138	0.0120	0.0088	0.00023	7.524	0.125	0.940	0.966	0.026	0.483	0.191	0.000
25	8	0	1	0	0	124	0.0120	0.0088	0.00023	18.369	0.048	0.873	0.875	0.003	0.433	0.068	0.000
30	8	0	1	0	0	112	0.0120	0.0088	0.00023	13.254	0.074	0.976	0.977	0.001	0.400	0.022	0.000
31	8	0	1	0	0	112	0.0120	0.0088	0.00023	13.234	0.074	0.977	0.978	0.001	0.450	0.030	0.040
48	5	0	1	0	0	160	0.0120	0.0088	0.00023	8.686	0.101	0.875	1.009	0.134	0.683	0.200	0.000
32	8	0	1	0	0	114	0.0120	0.0088	0.00023	37.587	0.024	0.908	0.909	0.001	0.400	0.030	0.000
37	5	0	1	0	0	181	0.0120	0.0088	0.00023	9.858	0.096	0.947	1.011	0.063	0.667	0.234	0.000
34	8	0	1	0	0	114	0.0120	0.0088	0.00023	11.461	0.088	1.008	1.011	0.003	0.450	0.030	0.000
33	8	0	1	0	0	123	0.0120	0.0088	0.00023	9.923	0.092	0.917	0.954	0.037	0.467	0.038	0.000
12	8	0	1	0	0	133	0.0120	0.0088	0.00023	16.438	0.067	1.108	1.121	0.013	0.383	0.069	0.000
36	8	0	1	0	0	115	0.0120	0.0088	0.00023	12.779	0.073	0.931	0.954	0.023	0.483	0.022	0.000
39	8	0	1	0	0	113	0.0120	0.0088	0.00023	67.552	0.015	0.983	0.984	0.001	0.417	0.027	0.000
38	8	0	1	0	0	111	0.0120	0.0088	0.00023	10.708	0.101	1.082	1.085	0.003	0.400	0.035	0.000
41	8	0	1	0	0	109	0.0120	0.0088	0.00023	22.570	0.041	0.927	0.928	0.001	0.450	0.029	0.000
17	6	0	1	0	0	193	0.0120	0.0088	0.00023	5.796	0.183	1.064	1.125	0.062	0.783	0.220	0.001
35	8	0	1	0	0	108	0.0120	0.0088	0.00023	10.982	0.089	0.977	0.978	0.001	0.417	0.023	0.010
49	8	0	1	0	0	107	0.0120	0.0088	0.00023	14.736	0.066	0.976	0.977	0.001	0.400	0.030	0.000
48	8	0	1	0	0	114	0.0120	0.0088	0.00023	20.225	0.047	0.959	0.966	0.007	0.383	0.039	0.000
45	8	0	1	0	0	117	0.0120	0.0088	0.00023	15.726	0.058	0.918	0.919	0.001	0.383	0.056	0.000
24	8	0	1	0	0	162	0.0120	0.0088	0.00023	10.974	0.078	0.861	0.939	0.078	0.467	0.108	0.000
28	8	0	1	0	0	124	0.0120	0.0088	0.00023	38.350	0.025	0.951	0.952	0.001	0.483	0.033	0.000
1	9	0	1	0	0	115	0.0120	0.0088	0.00023	10.199	0.087	0.884	1.049	0.165	0.450	0.112	0.005
4	9	0	1	0	0	107	0.0120	0.0088	0.00023	22.759	0.040	0.913	0.914	0.001	0.400	0.060	0.000
38	5	0	1	0	0	184	0.0120	0.0088	0.00023	4.348	0.219	0.950	1.015	0.065	0.867	0.187	0.000
43	8	0	1	0	0	127	0.0120	0.0088	0.00023	29.831	0.034	1.002	1.003	0.001	0.517	0.040	0.000
5	9	0	1	0	0	104	0.0120	0.0088	0.00023	25.953	0.037	0.961	0.977	0.016	0.433	0.021	0.000
2	9	0	1	0	0	102	0.0120	0.0088	0.00023	9.565	0.073	0.702	1.089	0.387	0.433	0.132	0.000
42	8	0	1	0	0	121	0.0120	0.0088	0.00023	13.538	0.070	0.942	0.943	0.001	0.450	0.039	0.000
6	9	0	1	0	0	129	0.0120	0.0088	0.00023	10.947	0.081	0.886	0.921	0.035	0.533	0.048	0.000
9	9	0	1	0	0	111	0.0120	0.0088	0.00023	39.270	0.026	1.040	1.041	0.001	0.350	0.029	0.000
8	9	0	1	0	0	118	0.0120	0.0088	0.00023	13.517	0.068	0.916	0.932	0.016	0.500	0.051	0.002
47	8	0	1	0	0	125	0.0120	0.0088	0.00023	11.480	0.079	0.907	0.924	0.016	0.417	0.051	0.000
13	9	0	1	0	0	114	0.0120	0.0088	0.00023	12.970	0.078	1.016	1.017	0.001	0.517	0.050	0.000
15	9	0	1	0	0	115	0.0120	0.0088	0.00023	54.492	0.017	0.915	0.916	0.001	0.450	0.043	0.000
14	9	0	1	0	0	120	0.0120	0.0088	0.00023	9.631	0.107	1.029	1.030	0.001	0.483	0.084	0.000
16	9	0	1	0	0	111	0.0120	0.0088	0.00023	67.554	0.015	1.010	1.011	0.001	0.450	0.024	0.000
6	8	0	1	0	0	148	0.0120	0.0088	0.00023	39.080	0.028	1.111	1.123	0.013	0.517	0.145	0.000
17	9	0	1	0	0	107	0.0120	0.0088	0.00023	7.849	0.118	0.926	0.927	0.001	0.467	0.055	0.000
19	9	0	1	0	0	113	0.0120	0.0088	0.00023	19.276	0.050	0.969	0.974	0.005	0.483	0.035	0.000
19	6	0	1	0	0	176	0.0120	0.0088	0.00023	16.209	0.058	0.939	1.034	0.095	0.817	0.147	0.000
11	9	0	1	0	0	131	0.0120	0.0088	0.00023	6.516	0.139	0.905	0.906	0.001	0.433	0.045	0.000
44	8	0	1	0	0	131	0.0120	0.0088	0.00023	13.905	0.072	0.995	0.999	0.004	0.433	0.058	0.000
20	9	0	1	0	0	117	0.0120	0.0088	0.00023	15.061	0.064	0.958	0.959	0.001	0.450	0.049	0.000
22	9	0	1	0	0	107	0.0120	0.0088	0.00023	10.108	0.095	0.957	0.988	0.031	0.400	0.037	0.000
24	9	0	1	0	0	112	0.0120	0.0088	0.00023	10.893	0.084	0.912	0.931	0.019	0.467	0.038	0.000
31	9	0	0	1	0	26	0.0120	0.0088	0.00023	0.000	0.014	0.000	0.000	0.000	0.233	0.032	0.000
18	9	0	1	0	0	107	0.0120	0.0088	0.00023	3.606	0.230	0.830	0.831	0.001	0.467	0.115	0.001
25	9	0	1	0	0	114	0.0120	0.0088	0.00023	55.944	0.019	1.038	1.039	0.001	0.433	0.032	0.000
29	9	0	1	0	0	109	0.0120	0.0088	0.00023	18.970	0.049	0.926	0.948	0.022	0.500	0.038	0.000
30	9	0	1	0	0	118	0.0120	0.0088	0.00023	10.709	0.085	0.909	0.915	0.006	0.417	0.027	0.000
12	9	0	1	0	0	113	0.0120	0.0088	0.00023	25.450	0.035	0.895	0.896	0.001	0.483	0.044	0.000
28	9	0	1	0	0	124	0.0120	0.0088	0.00023	8.886	0.110	0.975	0.983	0.008	0.383	0.060	0.000
21	9	0	1	0	0	129	0.0120	0.0088	0.00023	27.688	0.033	0.913	0.935	0.023	0.450	0.029	0.000
35	9	0	1	0	0	107	0.0120	0.0088	0.00023	38.355	0.023	0.893	0.896	0.003	0.450	0.040	0.000
34	9	0	1	0	0	125	0.0120	0.0088	0.00023	21.292	0.046	0.983	0.984	0.001	0.450	0.033	0.000
39	9	0	1	0	0	113	0.0120	0.0088	0.00023	20.920	0.050	1.042	1.043	0.001	0.417	0.032	0.000
44	9	0	1	0	0	118	0.0120	0.0088	0.00023	16.572	0.060	0.990	0.991	0.001	0.467	0.048	0.000
45	9	0	1	0	0	120	0.0120	0.0088	0.00023	18.086	0.052	0.946	0.947	0.001	0.433	0.028	0.000
12	7	0	1	0	0	177	0.0120	0.0088	0.00023	19.826	0.061	1.200	1.214	0.013	0.767	0.186	0.003
38	9	0	1	0	0	127	0.0120	0.0088	0.00023	36.836	0.028	1.042	1.043	0.001	0.417	0.068	0.000
47	9	0	1	0	0	110	0.0120	0.0088	0.00023	17.980	0.056	1.003	1.004	0.001	0.450	0.031	0.000
31	7	0	1	0	0	178	0.0120	0.0088	0.00023	11.988	0.097	1.157	1.162	0.005	0.733	0.165	0.000
26	9	0	1	0	0	147	0.0120	0.0088	0.00023	20.404	0.056	1.136	1.137	0.001	0.517	0.131	0.000
48	6	0	1	0	0	198	0.0120	0.0088	0.00023	12.762	0.097	1.235	1.257	0.022	0.850	0.177	0.000
0	10	0	1	0	0	109	0.0120	0.0088	0.00023	30.302	0.032	0.965	0.966	0.001	0.433	0.030	0.000
26	6	0	1	0	0	193	0.0120	0.0088	0.00023	10.359	0.116	1.203	1.212	0.009	0.783	0.187	0.000
10	10	0	0	1	0	26	0.0120	0.0088	0.00023	0.000	0.014	0.000	0.000	0.000	0.233	0.032	0.000
2	10	0	1	0	0	113	0.0120	0.0088	0.00023	26.023	0.039	1.014	1.015	0.001	0.400	0.042	0.000
45	7	0	1	0	0	176	0.0120	0.0088	0.00023	10.416	0.106	1.101	1.102	0.001	0.683	0.177	0.000
7	10	0	1	0	0	114	0.0120	0.0088	0.00023	32.018	0.031	0.985	0.986	0.001	0.433	0.025	0.000
41	7	0	1	0	0	170	0.0120	0.0088	0.00023	9.884	0.110	1.092	1.130	0.038	0.800	0.156	0.000
5	10	0	1	0	0	113	0.0120	0.0088	0.00023	14.935	0.059	0.878	0.881	0.003	0.433	0.056	0.000
11	10	0	1	0	0	115	0.0120	0.0088	0.00023	22.456	0.046	1.028	1.029	0.001	0.417	0.036	0.000
8	10	0	1	0	0	119	0.0120	0.0088	0.00023	19.515	0.047	0.923	0.924	0.001	0.450	0.025	0.000
12	10	0	1	0	0	107	0.0120	0.0088	0.00023	17.376	0.054	0.944	0.945	0.001	0.500	0.029	0.000
9	10	0	1	0	0	118	0.0120	0.0088	0.00023	8.705	0.118	1.024	1.025	0.001	0.483	0.078	0.000
24	7	0	1	0	0	184	0.0120	0.0088	0.00023	15.669	0.073	1.150	1.188	0.038	0.800	0.163	0.033
40	9	0	1	0	0	163	0.0120	0.0088	0.00023	16.963	0.064	1.088	1.089	0.001	0.533	0.143	0.000
16	10	0	1	0	0	115	0.0120	0.0088	0.00023	12.846	0.075	0.962	0.963	0.001	0.400	0.051	0.000
15	10	0	1	0	0	131	0.0120	0.0088	0.00023	16.878	0.055	0.936	0.937	0.001	0.433	0.036	0.000
20	10	0	1	0	0	119	0.0120	0.0088	0.00023	37.668	0.026	0.964	0.965	0.001	0.450	0.036	0.000
21	10	0	1	0	0	107	0.0120	0.0088	0.00023	11.223	0.078	0.877	0.878	0.001	0.483	0.044	0.000
46	9	0	1	0	0	100	0.0120	0.0088	0.00023	4.897	0.174	0.854	1.036	0.182	0.483	0.224	0.000
26	10	0	1	0	0	109	0.0120	0.0088	0.00023	27.327	0.033	0.903	0.930	0.027	0.433	0.039	0.011
19	10	0	1	0	0	121	0.0120	0.0088	0.00023	19.460	0.045	0.880	0.881	0.001	0.467	0.041	0.000
29	8	0	1	0	0	166	0.0120	0.0088	0.00023	11.787	0.090	1.062	1.180	0.118	0.650	0.200	0.000
23	10	0	1	0	0	113	0.0120	0.0088	0.00023	10.744	0.081	0.867	0.897	0.030	0.400	0.054	0.000
28	10	0	1	0	0	103	0.0120	0.0088	0.00023	12.419	0.081	1.007	1.009	0.003	0.417	0.025	0.000
5	8	0	1	0	0	178	0.0120	0.0088	0.00023	5.627	0.158	0.887	0.981	0.094	0.833	0.176	0.000
33	10	0	1	0	0	111	0.0120	0.0088	0.00023	63.119	0.014	0.893	0.894	0.001	0.400	0.032	0.000
38	10	0	1	0	0	109	0.0120	0.0088	0.00023	17.794	0.055	0.978	1.003	0.025	0.383	0.028	0.000
39	10	0	1	0	0	110	0.0120	0.0088	0.00023	30.163	0.030	0.902	0.920	0.017	0.383	0.031	0.000
31	10	0	1	0	0	126	0.0120	0.0088	0.00023	61.288	0.016	0.980	0.981	0.001	0.500	0.040	0.000
34	10	0	1	0	0	112	0.0120	0.0088	0.00023	16.399	0.063	1.033	1.034	0.001	0.417	0.032	0.004
18	10	0	1	0	0	110	0.0120	0.0088	0.00023	37.410	0.028	1.052	1.053	0.001	0.367	0.029	0.000
41	10	0	1	0	0	124	0.0120	0.0088	0.00023	30.518	0.031	0.947	0.958	0.012	0.467	0.034	0.000
35	10	0	1	0	0	118	0.0120	0.0088	0.00023	12.557	0.075	0.941	0.942	0.001	0.533	0.046	0.000
43	10	0	1	0	0	100	0.0120	0.0088	0.00023	13.765	0.077	1.056	1.067	0.010	0.400	0.041	0.000
42	10	0	1	0	0	114	0.0120	0.0088	0.00023	27.305	0.036	0.980	0.981	0.001	0.417	0.025	0.000
44	10	0	1	0	0	109	0.0120	0.0088	0.00023	54.243	0.018	0.978	0.979	0.001	0.467	0.036	0.000
22	10	0	1	0	0	125	0.0120	0.0088	0.00023	9.331	0.102	0.951	0.993	0.042	0.467	0.059	0.000
48	10	0	1	0	0	124	0.0120	0.0088	0.00023	42.827	0.022	0.952	0.953	0.001	0.417	0.030	0.000
47	10	0	1	0	0	116	0.0120	0.0088	0.00023	17.817	0.056	0.997	0.998	0.001	0.450	0.048	0.001
6	10	0	1	0	0	127	0.0120	0.0088	0.00023	31.354	0.034	1.073	1.074	0.001	0.500	0.145	0.000
40	10	0	1	0	0	140	0.0120	0.0088	0.00023	14.182	0.072	1.023	1.024	0.001	0.467	0.106	0.000
6	11	0	1	0	0	115	0.0120	0.0088	0.00023	18.988	0.056	1.062	1.063	0.001	0.450	0.030	0.000
2	11	0	1	0	0	110	0.0120	0.0088	0.00023	9.539	0.093	0.890	0.910	0.020	0.383	0.038	0.000
1	11	0	1	0	0	116	0.0120	0.0088	0.00023	31.322	0.034	1.062	1.063	0.001	0.417	0.026	0.000
37	9	0	1	0	0	156	0.0120	0.0088	0.00023	43.716	0.028	1.230	1.231	0.001	0.567	0.116	0.000
8	11	0	1	0	0	120	0.0120	0.0088	0.00023	13.803	0.079	1.085	1.117	0.032	0.500	0.091	0.000
14	11	0	1	0	0	119	0.0120	0.0088	0.00023	20.009	0.047	0.944	0.945	0.001	0.367	0.034	0.000
46	10	0	1	0	0	124	0.0120	0.0088	0.00023	11.863	0.080	0.947	0.948	0.001	0.400	0.031	0.000
29	10	0	1	0	0	167	0.0120	0.0088	0.00023	8.440	0.110	0.931	1.032	0.101	0.500	0.148	0.000
48	9	0	1	0	0	144	0.0120	0.0088	0.00023	23.500	0.044	1.041	1.048	0.006	0.533	0.134	0.000
13	11	0	1	0	0	128	0.0120	0.0088	0.00023	23.525	0.046	1.093	1.094	0.001	0.433	0.088	0.000
16	11	0	1	0	0	110	0.0120	0.0088	0.00023	56.158	0.018	0.994	0.995	0.001	0.450	0.028	0.000
9	11	0	1	0	0	121	0.0120	0.0088	0.00023	10.699	0.083	0.892	0.894	0.002	0.483	0.034	0.000
27	11	0	1	0	0	112	0.0120	0.0088	0.00023	25.077	0.038	0.964	0.967	0.004	0.450	0.026	0.000
7	9	0	1	0	0	167	0.0120	0.0088	0.00023	15.271	0.076	1.159	1.160	0.001	0.667	0.153	0.000
23	7	0	1	0	0	191	0.0120	0.0088	0.00023	39.704	0.030	1.198	1.216	0.018	0.800	0.175	0.000
21	11	0	1	0	0	123	0.0120	0.0088	0.00023	6.343	0.163	1.035	1.036	0.002	0.517	0.037	0.000
25	11	0	1	0	0	115	0.0120	0.0088	0.00023	11.665	0.085	0.994	0.996	0.001	0.467	0.025	0.000
30	11	0	1	0	0	112	0.0120	0.0088	0.00023	50.149	0.019	0.965	0.967	0.001	0.450	0.048	0.000
32	11	0	1	0	0	109	0.0120	0.0088	0.00023	13.328	0.058	0.768	0.769	0.001	0.383	0.029	0.000
27	10	0	1	0	0	140	0.0120	0.0088	0.00023	12.097	0.099	1.203	1.205	0.002	0.467	0.121	0.000
34	11	0	1	0	0	111	0.0120	0.0088	0.00023	58.575	0.015	0.900	0.901	0.001	0.417	0.046	0.000
15	11	0	1	0	0	125	0.0120	0.0088	0.00023	26.428	0.043	1.132	1.133	0.001	0.533	0.086	0.000
1	8	0	1	0	0	200	0.0120	0.0088	0.00023	19.754	0.058	1.142	1.172	0.030	0.783	0.184	0.000
31	11	0	1	0	0	132	0.0120	0.0088	0.00023	11.051	0.097	1.071	1.072	0.001	0.383	0.065	0.000
35	11	0	1	0	0	116	0.0120	0.0088	0.00023	13.849	0.068	0.941	0.947	0.006	0.450	0.047	0.000
36	11	0	1	0	0	119	0.0120	0.0088	0.00023	30.989	0.031	0.960	0.961	0.001	0.467	0.031	0.000
37	11	0	1	0	0	119	0.0120	0.0088	0.00023	22.608	0.043	0.972	0.986	0.014	0.483	0.031	0.000
3	10	0	1	0	0	135	0.0120	0.0088	0.00023	74.420	0.014	1.074	1.078	0.004	0.583	0.242	0.001
26	11	0	1	0	0	126	0.0120	0.0088	0.00023	18.268	0.047	0.856	0.857	0.001	0.467	0.056	0.000
44	11	0	1	0	0	105	0.0120	0.0088	0.00023	12.055	0.084	1.012	1.024	0.012	0.333	0.024	0.000
40	11	0	1	0	0	117	0.0120	0.0088	0.00023	12.380	0.069	0.860	0.861	0.001	0.550	0.040	0.000
48	11	0	1	0	0	108	0.0120	0.0088	0.00023	51.455	0.019	0.994	0.995	0.001	0.450	0.023	0.000
49	11	0	1	0	0	116	0.0120	0.0088	0.00023	17.218	0.058	1.000	1.001	0.001	0.333	0.045	0.000
32	9	0	1	0	0	170	0.0120	0.0088	0.00023	34.394	0.034	1.164	1.165	0.001	0.633	0.180	0.000
33	9	0	1	0	0	154	0.0120	0.0088	0.00023	10.223	0.096	0.978	1.022	0.044	0.550	0.203	0.000
8	12	0	1	0	0	109	0.0120	0.0088	0.00023	18.516	0.054	0.996	0.997	0.001	0.417	0.028	0.000
1	12	0	1	0	0	130	0.0120	0.0088	0.00023	26.968	0.038	1.016	1.020	0.004	0.400	0.043	0.000
12	11	0	1	0	0	139	0.0120	0.0088	0.00023	19.912	0.054	1.076	1.077	0.001	0.533	0.062	0.000
0	12	0	1	0	0	121	0.0120	0.0088	0.00023	17.042	0.060	1.014	1.015	0.001	0.467	0.022	0.000
39	11	0	1	0	0	107	0.0120	0.0088	0.00023	13.768	0.067	0.917	0.918	0.001	0.450	0.107	0.000
10	12	0	1	0	0	116	0.0120	0.0088	0.00023	12.923	0.072	0.933	0.934	0.001	0.450	0.043	0.000
47	11	0	1	0	0	139	0.0120	0.0088	0.00023	18.455	0.047	0.869	0.881	0.012	0.450	0.041	0.000
22	11	0	1	0	0	131	0.0120	0.0088	0.00023	16.086	0.055	0.889	0.890	0.001	0.450	0.080	0.000
13	12	0	1	0	0	105	0.0120	0.0088	0.00023	15.841	0.057	0.902	0.903	0.001	0.350	0.023	0.000
14	12	0	1	0	0	110	0.0120	0.0088	0.00023	32.257	0.031	0.997	0.998	0.001	0.483	0.039	0.000
12	12	0	1	0	0	109	0.0120	0.0088	0.00023	16.052	0.061	0.986	0.987	0.001	0.417	0.038	0.000
2	12	0	1	0	0	118	0.0120	0.0088	0.00023	54.490	0.018	0.968	0.969	0.001	0.450	0.026	0.000
15	12	0	1	0	0	108	0.0120	0.0088	0.00023	24.722	0.041	1.012	1.013	0.001	0.467	0.049	0.000
4	11	0	1	0	0	166	0.0120	0.0088	0.00023	3.562	0.237	0.845	0.846	0.001	0.350	0.091	0.000
22	12	0	1	0	0	110	0.0120	0.0088	0.00023	9.255	0.097	0.902	0.903	0.001	0.483	0.035	0.000
20	12	0	1	0	0	108	0.0120	0.0088	0.00023	25.684	0.038	0.982	0.983	0.001	0.400	0.033	0.000
26	12	0	1	0	0	113	0.0120	0.0088	0.00023	12.088	0.087	1.055	1.057	0.001	0.383	0.043	0.000
16	12	0	1	0	0	138	0.0120	0.0088	0.00023	28.433	0.035	0.997	0.998	0.001	0.450	0.072	0.000
28	12	0	1	0	0	117	0.0120	0.0088	0.00023	18.920	0.054	1.018	1.019	0.001	0.417	0.028	0.000
35	12	0	0	1	0	26	0.0120	0.0088	0.00023	0.000	0.014	0.000	0.000	0.000	0.233	0.032	0.000
18	12	0	1	0	0	128	0.0120	0.0088	0.00023	7.556	0.119	0.900	0.901	0.001	0.433	0.055	0.000
33	12	0	1	0	0	110	0.0120	0.0088	0.00023	18.403	0.051	0.930	0.957	0.027	0.400	0.028	0.000
38	11	0	1	0	0	102	0.0120	0.0088	0.00023	45.330	0.021	0.971	0.980	0.009	0.400	0.025	0.000
31	12	0	1	0	0	121	0.0120	0.0088	0.00023	17.159	0.056	0.953	0.960	0.007	0.517	0.035	0.000
36	12	0	1	0	0	116	0.0120	0.0088	0.00023	15.122	0.068	1.022	1.023	0.001	0.433	0.039	0.000
38	12	0	1	0	0	105	0.0120	0.0088	0.00023	13.884	0.070	0.974	0.975	0.001	0.383	0.028	0.000
40	12	0	1	0	0	116	0.0120	0.0088	0.00023	10.241	0.094	0.963	0.964	0.001	0.400	0.024	0.000
9	12	0	1	0	0	127	0.0120	0.0088	0.00023	4.895	0.187	0.916	0.918	0.001	0.433	0.115	0.000
32	10	0	1	0	0	168	0.0120	0.0088	0.00023	22.618	0.046	1.037	1.038	0.001	0.617	0.207	0.000
43	12	0	1	0	0	108	0.0120	0.0088	0.00023	8.066	0.127	1.024	1.025	0.001	0.383	0.032	0.000
48	12	0	1	0	0	115	0.0120	0.0088	0.00023	37.471	0.028	1.032	1.039	0.007	0.350	0.028	0.000
30	12	0	1	0	0	133	0.0120	0.0088	0.00023	11.713	0.075	0.880	0.891	0.010	0.450	0.081	0.000
47	12	0	1	0	0	120	0.0120	0.0088	0.00023	28.564	0.035	1.010	1.021	0.012	0.433	0.040	0.000
