col	row	region_id	res_old	res_new	ppf	ppf2	ssq	cf	ie	dr	used_in_est	clonal
48	23	0	0.0047	0.0347	0.5000	0.5167	0.9742	0.0000	0.0036	0.0002	0	1
20	22	0	0.0202	0.0795	0.4375	0.6667	3.6201	0.0300	0.0081	0.0002	0	1
38	22	0	0.0023	0.0309	0.4688	0.4333	1.1897	0.0040	0.0129	0.0002	1	1
45	23	0	0.0011	0.0294	0.3750	0.4667	0.7729	0.0145	0.0041	0.0002	1	1
37	22	0	0.0016	0.0381	0.4375	0.5167	1.4337	0.0140	0.0134	0.0002	1	1
4	24	0	0.0021	0.0404	0.4375	0.4833	0.7692	0.0000	0.0094	0.0002	0	1
9	22	0	0.0293	0.0645	0.5000	0.6167	4.3180	0.0300	0.0211	0.0002	0	1
1	24	0	0.0032	0.0232	0.3438	0.4167	0.6399	0.0163	0.0069	0.0002	1	1
2	24	0	0.0010	0.0270	0.3750	0.4500	1.7121	0.0076	0.0116	0.0002	1	1
49	23	0	0.0273	0.1536	0.5938	0.9000	5.7445	0.0300	0.0300	0.0002	0	1
8	23	0	0.0028	0.0491	0.3750	0.4333	0.8689	0.0140	0.0083	0.0002	1	1
47	23	0	0.0308	0.1802	0.5000	0.6500	3.7464	0.0300	0.0187	0.0002	0	1
24	23	0	0.0043	0.0356	0.2812	0.4333	1.1570	0.0054	0.0106	0.0002	1	1
6	24	0	0.0033	0.0314	0.3750	0.4000	0.6908	0.0071	0.0074	0.0002	1	1
35	22	0	0.0123	0.0711	0.4688	0.5667	1.5468	0.0300	0.0070	0.0002	0	1
11	24	0	0.0023	0.0405	0.4062	0.5333	0.8785	0.0052	0.0069	0.0002	1	1
10	24	0	0.0076	0.0498	0.4062	0.4333	0.8556	0.0300	0.0000	0.0002	0	1
13	24	0	0.0013	0.0234	0.3438	0.5167	1.1696	0.0015	0.0131	0.0002	1	1
15	24	0	0.0011	0.0291	0.3438	0.4667	0.5236	0.0033	0.0070	0.0002	1	1
39	22	0	0.0049	0.0593	0.4375	0.4667	1.0353	0.0197	0.0155	0.0002	1	1
14	23	0	0.0028	0.0461	0.4375	0.5500	1.2910	0.0056	0.0110	0.0002	1	1
21	24	0	0.0018	0.0301	0.4062	0.4333	0.5966	0.0000	0.0062	0.0002	0	1
18	24	0	0.0021	0.0270	0.4062	0.5167	1.4739	0.0109	0.0052	0.0002	1	1
19	24	0	0.0020	0.0168	0.4062	0.4833	0.9278	0.0047	0.0050	0.0002	1	1
20	24	0	0.0020	0.0517	0.3438	0.5000	1.3104	0.0088	0.0145	0.0002	1	1
1	23	0	0.0251	0.1548	0.5000	0.7500	4.5058	0.0300	0.0104	0.0002	0	1
46	23	0	0.0024	0.0163	0.4375	0.4833	0.6084	0.0000	0.0066	0.0002	0	1
26	24	0	0.0018	0.0273	0.5000	0.5833	1.5575	0.0032	0.0060	0.0002	1	1
33	24	0	0.0023	0.0394	0.4062	0.4000	0.5042	0.0105	0.0079	0.0002	1	1
37	24	0	0.0031	0.0381	0.3750	0.3667	0.7212	0.0000	0.0114	0.0002	0	1
23	24	0	0.0370	0.2030	0.5938	0.9500	5.5294	0.0300	0.0300	0.0002	0	1
34	24	0	0.0457	0.1907	0.6875	0.8833	7.1054	0.0000	0.0300	0.0002	0	1
31	24	0	0.0011	0.0208	0.4375	0.4500	0.8069	0.0055	0.0102	0.0002	1	1
7	23	0	0.0035	0.0404	0.5000	0.4667	1.1803	0.0140	0.0094	0.0002	1	1
29	23	0	0.0066	0.1089	0.5312	0.6167	1.5699	0.0045	0.0099	0.0002	1	1
30	23	0	0.0079	0.0530	0.3750	0.4833	1.2485	0.0139	0.0110	0.0002	1	1
38	24	0	0.0005	0.0231	0.4062	0.4167	0.8414	0.0014	0.0060	0.0002	1	1
25	23	0	0.0091	0.0630	0.4062	0.4833	1.2726	0.0300	0.0064	0.0002	0	1
2	25	0	0.0009	0.0215	0.5000	0.5167	1.4162	0.0000	0.0057	0.0002	0	1
38	23	0	0.0055	0.0564	0.3750	0.4167	1.3625	0.0300	0.0038	0.0002	0	1
44	23	0	0.0031	0.0283	0.4062	0.4333	0.2840	0.0103	0.0086	0.0002	1	1
40	24	0	0.0056	0.0415	0.3750	0.4833	2.0128	0.0084	0.0133	0.0002	1	1
49	24	0	0.0104	0.0822	0.4062	0.4500	1.1791	0.0156	0.0060	0.0002	1	1
9	25	0	0.0249	0.1494	0.4375	0.6500	4.4396	0.0000	0.0300	0.0002	0	1
10	25	0	0.0045	0.0253	0.3750	0.4500	1.4927	0.0000	0.0060	0.0002	0	1
35	24	0	0.0045	0.0647	0.4688	0.5000	1.1773	0.0033	0.0089	0.0002	1	1
4	25	0	0.0339	0.2187	0.5312	0.8500	5.5996	0.0300	0.0300	0.0002	0	1
40	23	0	0.0023	0.0395	0.5312	0.4333	0.5969	0.0039	0.0094	0.0002	1	1
43	24	0	0.0070	0.0344	0.5000	0.4833	0.7813	0.0031	0.0000	0.0002	0	1
11	25	0	0.0014	0.0243	0.4688	0.3833	0.3077	0.0014	0.0090	0.0002	1	1
3	25	0	0.0158	0.1017	0.5000	0.7000	4.3680	0.0056	0.0300	0.0002	0	1
41	24	0	0.0308	0.0951	0.3750	0.6000	3.9400	0.0284	0.0058	0.0002	1	1
22	25	0	0.0015	0.0384	0.4375	0.4667	0.2764	0.0000	0.0063	0.0002	0	1
15	25	0	0.0032	0.0368	0.5000	0.5500	1.9763	0.0300	0.0067	0.0002	0	1
44	24	0	0.0431	0.1692	0.6562	0.7667	5.5507	0.0300	0.0284	0.0002	0	1
26	25	0	0.0159	0.0826	0.4062	0.5500	3.0688	0.0176	0.0084	0.0002	1	1
23	25	0	0.0005	0.0152	0.4062	0.4000	0.4539	0.0164	0.0038	0.0002	1	1
34	25	0	0.0131	0.0766	0.4375	0.5000	1.6458	0.0300	0.0098	0.0002	0	1
29	25	0	0.0036	0.0376	0.3438	0.3833	0.6225	0.0239	0.0071	0.0002	1	1
31	25	0	0.0023	0.0182	0.3750	0.4333	0.9606	0.0274	0.0047	0.0002	1	1
37	25	0	0.0015	0.0215	0.4062	0.4333	0.5946	0.0000	0.0068	0.0002	0	1
24	25	0	0.0156	0.0538	0.4375	0.4500	1.1964	0.0225	0.0145	0.0002	1	1
41	25	0	0.0083	0.0447	0.4688	0.4500	1.0481	0.0000	0.0124	0.0002	0	1
49	25	0	0.0014	0.0252	0.5000	0.5333	1.1604	0.0141	0.0042	0.0002	1	1
1	26	0	0.0060	0.0450	0.4375	0.6333	2.6996	0.0300	0.0169	0.0002	0	1
0	24	0	0.0052	0.0453	0.4375	0.4500	1.9414	0.0300	0.0168	0.0002	0	1
46	25	0	0.0031	0.0529	0.5312	0.6333	2.2749	0.0300	0.0070	0.0002	0	1
25	25	0	0.0431	0.1860	0.8438	0.9500	5.2887	0.0300	0.0203	0.0002	0	1
26	23	0	0.0841	0.2787	0.5000	0.6833	5.5872	0.0300	0.0258	0.0002	0	1
16	24	0	0.0090	0.1058	0.4375	0.5000	1.8231	0.0107	0.0098	0.0002	1	1
2	26	0	0.0018	0.0295	0.5000	0.4833	1.1694	0.0000	0.0102	0.0002	0	1
3	26	0	0.0012	0.0264	0.4688	0.4500	0.8150	0.0000	0.0071	0.0002	0	1
7	24	0	0.0060	0.0536	0.4375	0.3833	0.8534	0.0130	0.0068	0.0002	1	1
48	24	0	0.0094	0.0702	0.5000	0.5167	1.6039	0.0013	0.0101	0.0002	1	1
13	26	0	0.0257	0.2079	0.4062	0.5833	2.8138	0.0300	0.0136	0.0002	0	1
22	24	0	0.0094	0.0629	0.4062	0.4333	0.8482	0.0137	0.0089	0.0002	1	1
8	24	0	0.0029	0.0299	0.5000	0.5833	1.5100	0.0300	0.0056	0.0002	0	1
11	26	0	0.0085	0.0227	0.4688	0.4833	1.0803	0.0000	0.0009	0.0002	0	1
10	26	0	0.0012	0.0239	0.4375	0.4833	1.5476	0.0127	0.0157	0.0002	1	1
24	24	0	0.0119	0.0852	0.5000	0.5167	2.3760	0.0081	0.0112	0.0002	1	1
30	25	0	0.0034	0.0448	0.5000	0.5167	0.6606	0.0000	0.0003	0.0002	0	1
28	26	0	0.0030	0.0483	0.3438	0.4167	0.6752	0.0000	0.0045	0.0002	0	1
6	25	0	0.0034	0.0599	0.3750	0.4833	1.4018	0.0078	0.0021	0.0002	1	1
23	26	0	0.0023	0.0400	0.4688	0.5000	0.9244	0.0000	0.0131	0.0002	0	1
28	24	0	0.0015	0.0331	0.4688	0.4833	1.1592	0.0074	0.0072	0.0002	1	1
30	26	0	0.0055	0.0652	0.3750	0.4833	1.5347	0.0199	0.0000	0.0002	0	1
35	25	0	0.0026	0.0267	0.3750	0.3833	1.2099	0.0027	0.0128	0.0002	1	1
47	24	0	0.0065	0.0703	0.4375	0.4667	1.0111	0.0094	0.0111	0.0002	1	1
42	24	0	0.0208	0.0982	0.5312	0.7833	3.1038	0.0234	0.0102	0.0002	1	1
27	26	0	0.0841	0.2283	0.7188	0.9000	6.0313	0.0300	0.0300	0.0002	0	1
33	26	0	0.0022	0.0447	0.5000	0.5333	0.7141	0.0043	0.0072	0.0002	1	1
37	26	0	0.0043	0.0429	0.4375	0.4167	1.6800	0.0000	0.0085	0.0002	0	1
36	26	0	0.0014	0.0333	0.4062	0.4167	0.8053	0.0245	0.0051	0.0002	1	1
31	26	0	0.0059	0.0919	0.4375	0.5500	2.0432	0.0074	0.0158	0.0002	1	1
34	26	0	0.0012	0.0234	0.4688	0.5333	2.2990	0.0102	0.0076	0.0002	1	1
38	26	0	0.0008	0.0277	0.5312	0.5333	0.6637	0.0062	0.0029	0.0002	1	1
1	27	0	0.0004	0.0203	0.3750	0.4500	0.9440	0.0000	0.0115	0.0002	0	1
27	25	0	0.0031	0.0433	0.4688	0.4500	1.0955	0.0110	0.0103	0.0002	1	1
42	26	0	0.0032	0.0452	0.4375	0.4333	1.3567	0.0150	0.0114	0.0002	1	1
48	26	0	0.0099	0.1207	0.5312	0.5833	1.5930	0.0033	0.0080	0.0002	1	1
39	26	0	0.0148	0.0675	0.4688	0.5167	1.7273	0.0296	0.0086	0.0002	1	1
49	26	0	0.0057	0.0698	0.4375	0.5500	1.9501	0.0180	0.0067	0.0002	1	1
12	27	0	0.0011	0.0239	0.4062	0.4500	0.9345	0.0096	0.0068	0.0002	1	1
14	27	0	0.0076	0.0495	0.3750	0.4833	1.0332	0.0300	0.0118	0.0002	0	1
17	27	0	0.0018	0.0367	0.4062	0.4667	1.5168	0.0002	0.0109	0.0002	1	1
12	26	0	0.0042	0.0412	0.5000	0.5000	0.5950	0.0000	0.0068	0.0002	0	1
13	27	0	0.0016	0.0371	0.5312	0.4833	1.3430	0.0032	0.0085	0.0002	1	1
19	27	0	0.0040	0.0334	0.4375	0.4167	0.7524	0.0000	0.0095	0.0002	0	1
18	27	0	0.0027	0.0460	0.5000	0.6167	1.5628	0.0186	0.0029	0.0002	1	1
10	27	0	0.0150	0.1490	0.4375	0.6333	3.4116	0.0200	0.0183	0.0002	1	1
38	25	0	0.0091	0.1292	0.4062	0.4833	1.3934	0.0300	0.0027	0.0002	0	1
40	25	0	0.0009	0.0203	0.4062	0.4167	1.0134	0.0164	0.0073	0.0002	1	1
27	27	0	0.0271	0.1700	0.3750	0.7167	4.4463	0.0000	0.0300	0.0002	0	1
39	25	0	0.0041	0.0578	0.4688	0.4667	0.9408	0.0191	0.0008	0.0002	1	1
8	26	0	0.0010	0.0390	0.3125	0.4333	0.8464	0.0091	0.0103	0.0002	1	1
26	27	0	0.0009	0.0162	0.4375	0.4667	1.6779	0.0014	0.0203	0.0002	1	1
20	27	0	0.0016	0.0306	0.4688	0.5167	0.7915	0.0257	0.0069	0.0002	1	1
24	27	0	0.0023	0.0295	0.3750	0.4333	1.4156	0.0021	0.0056	0.0002	1	1
41	27	0	0.0016	0.0294	0.3125	0.3833	0.7650	0.0171	0.0107	0.0002	1	1
33	27	0	0.0303	0.1551	0.5000	0.7333	5.4293	0.0000	0.0300	0.0002	0	1
29	26	0	0.0016	0.0258	0.4062	0.5167	1.4520	0.0131	0.0109	0.0002	1	1
28	27	0	0.0247	0.1619	0.5938	0.6667	4.5409	0.0300	0.0265	0.0002	0	1
5	26	0	0.0078	0.0826	0.4062	0.6167	2.5889	0.0184	0.0202	0.0002	1	1
36	27	0	0.0022	0.0294	0.4688	0.5000	1.1056	0.0300	0.0100	0.0002	0	1
32	26	0	0.0109	0.0526	0.3438	0.3833	0.9292	0.0119	0.0041	0.0002	1	1
1	28	0	0.0028	0.0220	0.3125	0.4000	0.8841	0.0033	0.0053	0.0002	1	1
43	27	0	0.0546	0.2261	0.5000	0.6667	6.2806	0.0300	0.0189	0.0002	0	1
45	27	0	0.0234	0.1451	0.6875	0.9333	5.1714	0.0300	0.0300	0.0002	0	1
9	26	0	0.0018	0.0551	0.4375	0.5167	2.3264	0.0299	0.0113	0.0002	1	1
7	26	0	0.0450	0.2076	0.6875	0.8167	4.5079	0.0300	0.0050	0.0002	0	1
2	27	0	0.0024	0.0306	0.3125	0.4333	0.6058	0.0136	0.0062	0.0002	1	1
25	26	0	0.0100	0.0873	0.3125	0.5167	1.8018	0.0240	0.0081	0.0002	1	1
21	26	0	0.0022	0.0465	0.5000	0.4667	1.5288	0.0149	0.0103	0.0002	1	1
7	28	0	0.0025	0.0418	0.4375	0.4500	1.6075	0.0000	0.0098	0.0002	0	1
2	28	0	0.0037	0.0793	0.4375	0.4667	1.2213	0.0083	0.0101	0.0002	1	1
4	28	0	0.0198	0.1558	0.5312	0.7667	4.9009	0.0300	0.0112	0.0002	0	1
19	26	0	0.0105	0.0521	0.5938	0.6000	1.5307	0.0227	0.0037	0.0002	1	1
3	28	0	0.0057	0.1026	0.5938	0.6167	1.4472	0.0178	0.0091	0.0002	1	1
5	28	0	0.0346	0.1482	0.4375	0.6667	4.6940	0.0300	0.0300	0.0002	0	1
11	28	0	0.0052	0.0598	0.4688	0.5167	1.7086	0.0000	0.0052	0.0002	0	1
23	27	0	0.0055	0.0632	0.4375	0.4333	0.7133	0.0113	0.0058	0.0002	1	1
16	28	0	0.0018	0.0400	0.5312	0.5500	1.5819	0.0000	0.0139	0.0002	0	1
44	26	0	0.0170	0.1370	0.4688	0.6333	3.3198	0.0183	0.0091	0.0002	1	1
18	28	0	0.0034	0.0419	0.4375	0.4500	0.8022	0.0206	0.0038	0.0002	1	1
22	28	0	0.0008	0.0290	0.3750	0.3833	0.4024	0.0000	0.0088	0.0002	0	1
21	28	0	0.0019	0.0321	0.5000	0.5167	1.9897	0.0000	0.0099	0.0002	0	1
0	27	0	0.0090	0.1239	0.5000	0.5833	2.0072	0.0183	0.0053	0.0002	1	1
4	27	0	0.0106	0.0803	0.5938	0.5500	1.4083	0.0069	0.0104	0.0002	1	1
24	28	0	0.0018	0.0364	0.3438	0.4500	1.1424	0.0137	0.0174	0.0002	1	1
27	28	0	0.0018	0.0359	0.4375	0.4667	1.1911	0.0015	0.0113	0.0002	1	1
25	28	0	0.0166	0.0829	0.4062	0.6167	2.9573	0.0221	0.0286	0.0002	1	1
26	28	0	0.0480	0.2491	0.5938	0.8333	5.3626	0.0300	0.0110	0.0002	0	1
25	27	0	0.0137	0.1039	0.4062	0.6500	2.2418	0.0258	0.0060	0.0002	1	1
30	28	0	0.0036	0.0536	0.4062	0.4333	1.4725	0.0113	0.0104	0.0002	1	1
31	28	0	0.0061	0.0459	0.3438	0.4000	0.7624	0.0089	0.0078	0.0002	1	1
35	27	0	0.0034	0.0394	0.4688	0.5667	1.2420	0.0125	0.0085	0.0002	1	1
34	27	0	0.0027	0.0428	0.4688	0.5500	1.6815	0.0163	0.0086	0.0002	1	1
30	27	0	0.0023	0.0585	0.4688	0.5167	1.0790	0.0086	0.0070	0.0002	1	1
32	28	0	0.0013	0.0339	0.3438	0.5000	1.1697	0.0113	0.0072	0.0002	1	1
46	27	0	0.0069	0.0708	0.3438	0.4833	1.4390	0.0175	0.0113	0.0002	1	1
36	28	0	0.0014	0.0274	0.5000	0.5000	0.7607	0.0018	0.0079	0.0002	1	1
19	28	0	0.0072	0.0725	0.5000	0.5833	2.0744	0.0181	0.0038	0.0002	1	1
39	28	0	0.0279	0.1826	0.5000	0.6500	4.1926	0.0000	0.0254	0.0002	0	1
32	27	0	0.0017	0.0278	0.4688	0.4000	0.5598	0.0096	0.0097	0.0002	1	1
40	28	0	0.0193	0.2046	0.4688	0.6667	4.1276	0.0000	0.0298	0.0002	0	1
0	28	0	0.0174	0.1161	0.3750	0.5000	2.4445	0.0179	0.0074	0.0002	1	1
46	28	0	0.0020	0.0364	0.4375	0.4667	0.7200	0.0300	0.0126	0.0002	0	1
9	27	0	0.0232	0.1218	0.5938	0.6667	3.8102	0.0300	0.0174	0.0002	0	1
48	27	0	0.0045	0.0689	0.5000	0.5333	1.3428	0.0114	0.0095	0.0002	1	1
23	28	0	0.0188	0.0745	0.4375	0.5667	2.3679	0.0000	0.0094	0.0002	0	1
42	27	0	0.0319	0.0980	0.3438	0.6333	3.5151	0.0257	0.0141	0.0002	1	1
49	28	0	0.0017	0.0419	0.4375	0.4833	1.0982	0.0096	0.0037	0.0002	1	1
13	28	0	0.0051	0.0801	0.3438	0.4167	1.0769	0.0078	0.0064	0.0002	1	1
10	28	0	0.0379	0.2355	0.7500	0.8500	5.4925	0.0000	0.0111	0.0002	0	1
9	28	0	0.0247	0.1741	0.4375	0.6833	4.1154	0.0202	0.0098	0.0002	1	1
11	29	0	0.0282	0.1528	0.5312	0.8667	5.0817	0.0300	0.0300	0.0002	0	1
17	28	0	0.0021	0.0458	0.4062	0.4833	1.2030	0.0094	0.0050	0.0002	1	1
9	29	0	0.0020	0.0382	0.4062	0.4667	0.7007	0.0058	0.0130	0.0002	1	1
7	29	0	0.0138	0.0874	0.5000	0.5667	1.6184	0.0284	0.0000	0.0002	0	1
6	28	0	0.0067	0.0514	0.5000	0.5333	2.2955	0.0048	0.0152	0.0002	1	1
14	28	0	0.0012	0.0288	0.4062	0.5000	1.5149	0.0083	0.0045	0.0002	1	1
12	29	0	0.0004	0.0147	0.3438	0.4500	1.1074	0.0048	0.0116	0.0002	1	1
18	29	0	0.0046	0.0539	0.3750	0.4833	1.4206	0.0000	0.0112	0.0002	0	1
34	28	0	0.0014	0.0331	0.5312	0.5167	1.2441	0.0000	0.0061	0.0002	0	1
47	28	0	0.0081	0.0725	0.3438	0.4333	0.9692	0.0010	0.0112	0.0002	1	1
19	29	0	0.0016	0.0308	0.5000	0.4667	1.0802	0.0126	0.0094	0.0002	1	1
21	29	0	0.0011	0.0323	0.4375	0.4000	0.6689	0.0000	0.0091	0.0002	0	1
41	28	0	0.0088	0.1171	0.4375	0.4833	1.6777	0.0000	0.0013	0.0002	0	1
25	29	0	0.0064	0.0687	0.4688	0.4667	1.3722	0.0000	0.0170	0.0002	0	1
24	29	0	0.0163	0.0641	0.5312	0.7500	3.8888	0.0107	0.0138	0.0002	1	1
29	27	0	0.0230	0.0968	0.5625	0.7833	4.0863	0.0300	0.0148	0.0002	0	1
27	29	0	0.0015	0.0605	0.5000	0.4167	0.5779	0.0031	0.0079	0.0002	1	1
30	29	0	0.0027	0.0256	0.4375	0.4667	1.3514	0.0097	0.0080	0.0002	1	1
32	29	0	0.0100	0.0623	0.4062	0.4833	1.2087	0.0000	0.0079	0.0002	0	1
28	29	0	0.0156	0.1377	0.4688	0.5167	1.3811	0.0086	0.0300	0.0002	0	1
31	29	0	0.0016	0.0232	0.3750	0.4333	0.8511	0.0212	0.0059	0.0002	1	1
3	29	0	0.0025	0.0369	0.4688	0.4167	0.2958	0.0000	0.0015	0.0002	0	1
34	29	0	0.0032	0.0432	0.3750	0.4500	0.5763	0.0000	0.0114	0.0002	0	1
38	28	0	0.0022	0.0271	0.4062	0.4333	0.6891	0.0067	0.0111	0.0002	1	1
29	28	0	0.0088	0.0541	0.4688	0.5833	1.1832	0.0300	0.0040	0.0002	0	1
20	29	0	0.0020	0.0320	0.5000	0.4833	1.2164	0.0006	0.0100	0.0002	1	1
40	29	0	0.0048	0.0389	0.3750	0.4333	1.0351	0.0000	0.0094	0.0002	0	1
35	29	0	0.0318	0.1816	0.5625	0.8167	4.8029	0.0300	0.0300	0.0002	0	1
33	28	0	0.0015	0.0302	0.4688	0.4667	1.5459	0.0201	0.0087	0.0002	1	1
42	29	0	0.0019	0.0163	0.4375	0.3833	0.3718	0.0011	0.0060	0.0002	1	1
45	28	0	0.0015	0.0275	0.3750	0.4333	0.7958	0.0151	0.0049	0.0002	1	1
36	29	0	0.0009	0.0313	0.4375	0.4000	0.6171	0.0096	0.0110	0.0002	1	1
43	29	0	0.0016	0.0435	0.3750	0.4167	1.3859	0.0199	0.0100	0.0002	1	1
41	29	0	0.0013	0.0432	0.3438	0.4500	0.9423	0.0206	0.0138	0.0002	1	1
0	29	0	0.0062	0.0506	0.3438	0.4167	1.0664	0.0083	0.0121	0.0002	1	1
1	29	0	0.0093	0.1173	0.4375	0.6500	3.1188	0.0141	0.0110	0.0002	1	1
0	30	0	0.0276	0.1502	0.5938	0.7333	4.0755	0.0000	0.0207	0.0002	0	1
46	29	0	0.0026	0.0419	0.4375	0.5000	0.8598	0.0037	0.0108	0.0002	1	1
44	28	0	0.0419	0.2206	0.7188	0.9333	5.3416	0.0300	0.0229	0.0002	0	1
47	29	0	0.0014	0.0269	0.4375	0.5000	1.4168	0.0112	0.0109	0.0002	1	1
1	30	0	0.0021	0.0373	0.3438	0.4000	0.4603	0.0036	0.0069	0.0002	1	1
7	30	0	0.0052	0.0622	0.3125	0.5500	2.1169	0.0000	0.0297	0.0002	0	1
16	29	0	0.0385	0.2482	0.4062	0.6833	5.0461	0.0300	0.0300	0.0002	0	1
43	28	0	0.0125	0.0905	0.5000	0.5833	2.0122	0.0259	0.0069	0.0002	1	1
22	29	0	0.0032	0.0407	0.4375	0.5167	1.0365	0.0021	0.0079	0.0002	1	1
2	30	0	0.0036	0.0541	0.4062	0.4667	0.9475	0.0300	0.0085	0.0002	0	1
11	30	0	0.0004	0.0122	0.5000	0.4500	1.4524	0.0000	0.0061	0.0002	0	1
18	30	0	0.0027	0.0531	0.4062	0.4500	1.2114	0.0091	0.0109	0.0002	1	1
9	30	0	0.0014	0.0289	0.4062	0.4333	0.5125	0.0075	0.0077	0.0002	1	1
2	29	0	0.0390	0.1992	0.5000	0.7333	4.4210	0.0300	0.0052	0.0002	0	1
16	30	0	0.0073	0.0535	0.5000	0.5833	1.7961	0.0057	0.0022	0.0002	1	1
17	29	0	0.0042	0.0426	0.3438	0.4500	1.0824	0.0155	0.0082	0.0002	1	1
8	29	0	0.0019	0.0490	0.4062	0.4000	0.6364	0.0275	0.0017	0.0002	1	1
4	29	0	0.0020	0.0461	0.4375	0.5167	1.7073	0.0140	0.0110	0.0002	1	1
21	30	0	0.0030	0.0553	0.5625	0.6333	2.7298	0.0000	0.0101	0.0002	0	1
37	29	0	0.0129	0.1105	0.4688	0.5333	2.8870	0.0134	0.0139	0.0002	1	1
26	30	0	0.0046	0.0560	0.4062	0.4000	0.9848	0.0000	0.0063	0.0002	0	1
22	30	0	0.0559	0.2565	0.5312	0.6833	5.4665	0.0300	0.0300	0.0002	0	1
24	30	0	0.0015	0.0338	0.4375	0.4833	1.2169	0.0058	0.0083	0.0002	1	1
25	30	0	0.0024	0.0434	0.4062	0.4333	1.3144	0.0100	0.0120	0.0002	1	1
26	29	0	0.0055	0.0755	0.4062	0.4000	0.9682	0.0137	0.0098	0.0002	1	1
27	30	0	0.0028	0.0374	0.5000	0.5500	1.1064	0.0218	0.0074	0.0002	1	1
34	30	0	0.0021	0.0353	0.4375	0.5000	1.3088	0.0023	0.0114	0.0002	1	1
15	29	0	0.0042	0.0432	0.4062	0.4333	0.6966	0.0296	0.0083	0.0002	1	1
31	30	0	0.0016	0.0234	0.4688	0.3833	0.4202	0.0000	0.0041	0.0002	0	1
33	30	0	0.0026	0.0284	0.4062	0.4333	0.4785	0.0012	0.0068	0.0002	1	1
37	30	0	0.0236	0.1477	0.4375	0.6667	3.4301	0.0000	0.0300	0.0002	0	1
32	30	0	0.0019	0.0441	0.5000	0.5000	1.5718	0.0112	0.0018	0.0002	1	1
43	30	0	0.0057	0.0680	0.3125	0.4833	2.3299	0.0300	0.0112	0.0002	0	1
42	30	0	0.0059	0.0422	0.4688	0.6333	1.7797	0.0300	0.0137	0.0002	0	1
44	30	0	0.0088	0.0662	0.4062	0.5167	1.6924	0.0128	0.0097	0.0002	1	1
40	30	0	0.0008	0.0282	0.5000	0.4333	1.1572	0.0154	0.0078	0.0002	1	1
39	29	0	0.0035	0.0204	0.4062	0.4000	0.6464	0.0117	0.0059	0.0002	1	1
49	30	0	0.0022	0.0339	0.3750	0.3667	0.8111	0.0022	0.0090	0.0002	1	1
33	29	0	0.0083	0.0658	0.4688	0.4667	1.1808	0.0094	0.0058	0.0002	1	1
3	31	0	0.0037	0.0319	0.4688	0.5000	0.9468	0.0071	0.0091	0.0002	1	1
2	31	0	0.0042	0.0446	0.3438	0.5167	1.9800	0.0000	0.0189	0.0002	0	1
35	30	0	0.0074	0.0204	0.4375	0.4667	1.6128	0.0052	0.0068	0.0002	1	1
14	30	0	0.0027	0.0322	0.5000	0.5333	1.3007	0.0092	0.0097	0.0002	1	1
6	30	0	0.0020	0.0257	0.3125	0.4000	0.9048	0.0141	0.0108	0.0002	1	1
4	30	0	0.0050	0.0624	0.3438	0.3833	0.5999	0.0124	0.0126	0.0002	1	1
8	31	0	0.0017	0.0435	0.5312	0.5167	0.6847	0.0043	0.0097	0.0002	1	1
5	30	0	0.0074	0.0588	0.3750	0.5167	1.8779	0.0111	0.0031	0.0002	1	1
13	31	0	0.0016	0.0429	0.4062	0.5167	1.7901	0.0000	0.0110	0.0002	0	1
9	31	0	0.0037	0.0517	0.4688	0.5167	1.5717	0.0103	0.0059	0.0002	1	1
11	31	0	0.0080	0.1057	0.5000	0.5667	1.6221	0.0086	0.0105	0.0002	1	1
36	30	0	0.0346	0.1708	0.6250	0.7500	4.7838	0.0300	0.0193	0.0002	0	1
17	31	0	0.0035	0.0694	0.4375	0.4667	0.9903	0.0000	0.0117	0.0002	0	1
7	31	0	0.0249	0.1698	0.7188	0.8833	6.6748	0.0300	0.0300	0.0002	0	1
16	31	0	0.0014	0.0494	0.4062	0.4833	2.0253	0.0009	0.0099	0.0002	1	1
19	31	0	0.0021	0.0328	0.3750	0.4500	1.1586	0.0000	0.0113	0.0002	0	1
30	30	0	0.0330	0.1738	0.5312	0.7333	4.5956	0.0000	0.0158	0.0002	0	1
8	30	0	0.0040	0.0479	0.3750	0.4000	0.9574	0.0132	0.0079	0.0002	1	1
10	30	0	0.0029	0.0453	0.4375	0.5000	1.3347	0.0157	0.0085	0.0002	1	1
30	31	0	0.0019	0.0525	0.4688	0.5333	1.0340	0.0000	0.0089	0.0002	0	1
23	31	0	0.0055	0.0842	0.4375	0.5833	1.8969	0.0300	0.0191	0.0002	0	1
15	30	0	0.0112	0.0909	0.4688	0.4833	1.7939	0.0179	0.0072	0.0002	1	1
24	31	0	0.0401	0.1461	0.3750	0.6167	3.5902	0.0210	0.0000	0.0002	0	1
48	29	0	0.0031	0.0371	0.5312	0.4833	1.2077	0.0280	0.0079	0.0002	1	1
34	31	0	0.0027	0.0644	0.5312	0.5833	1.4425	0.0233	0.0073	0.0002	1	1
19	30	0	0.0025	0.0490	0.4062	0.4167	1.2573	0.0144	0.0172	0.0002	1	1
25	31	0	0.0015	0.0292	0.3750	0.5333	1.0706	0.0068	0.0038	0.0002	1	1
42	31	0	0.0418	0.1757	0.5312	0.6667	4.2535	0.0000	0.0300	0.0002	0	1
38	31	0	0.0014	0.0454	0.5625	0.6167	2.8706	0.0090	0.0133	0.0002	1	1
