col	row	region_id	res_old	res_new	ppf	ppf2	ssq	cf	ie	dr	used_in_est	clonal
15	8	0	0.0021	0.0345	0.4688	0.5000	1.6268	0.0074	0.0013	0.0002	1	1
17	8	0	0.0101	0.0581	0.4375	0.4833	1.6308	0.0300	0.0073	0.0002	0	1
28	8	0	0.0026	0.0277	0.5000	0.5500	1.2985	0.0096	0.0046	0.0002	1	1
14	7	0	0.0078	0.0396	0.4688	0.4500	1.1142	0.0189	0.0009	0.0002	1	1
30	8	0	0.0012	0.0257	0.4062	0.4167	0.6465	0.0056	0.0101	0.0002	1	1
20	7	0	0.0035	0.0412	0.4375	0.4500	0.8487	0.0131	0.0048	0.0002	1	1
29	8	0	0.0302	0.1164	0.6250	0.8333	4.9219	0.0300	0.0287	0.0002	0	1
38	5	0	0.0751	0.2520	0.8438	0.9667	4.6124	0.0300	0.0216	0.0002	0	1
31	8	0	0.0010	0.0201	0.4062	0.4667	0.5184	0.0205	0.0049	0.0002	1	1
35	8	0	0.0013	0.0237	0.3750	0.4500	0.9490	0.0095	0.0088	0.0002	1	1
19	6	0	0.0276	0.0953	0.7812	0.9500	4.6523	0.0300	0.0165	0.0002	0	1
38	8	0	0.0014	0.0198	0.3438	0.3833	0.9319	0.0056	0.0043	0.0002	1	1
42	8	0	0.0022	0.0248	0.3750	0.4833	1.1416	0.0054	0.0057	0.0002	1	1
33	8	0	0.0014	0.0269	0.5312	0.4333	0.4978	0.0218	0.0035	0.0002	1	1
47	7	0	0.0064	0.0191	0.2500	0.3333	0.7257	0.0093	0.0129	0.0002	1	1
44	8	0	0.0097	0.0536	0.4375	0.5667	2.3026	0.0300	0.0112	0.0002	0	1
39	8	0	0.0019	0.0271	0.4375	0.4000	1.1292	0.0258	0.0051	0.0002	1	1
43	7	0	0.0057	0.0662	0.4375	0.5667	0.9425	0.0030	0.0094	0.0002	1	1
43	8	0	0.0026	0.0307	0.5312	0.5333	1.4088	0.0244	0.0056	0.0002	1	1
19	8	0	0.0018	0.0234	0.5625	0.6167	1.9030	0.0082	0.0048	0.0002	1	1
38	7	0	0.0157	0.1070	0.4375	0.6000	2.6986	0.0205	0.0196	0.0002	1	1
37	7	0	0.0081	0.0633	0.4688	0.4667	1.0128	0.0225	0.0046	0.0002	1	1
1	9	0	0.0064	0.0895	0.4688	0.4667	2.5086	0.0220	0.0152	0.0002	1	1
49	8	0	0.0068	0.0531	0.3750	0.4333	0.8786	0.0000	0.0000	0.0002	0	1
48	8	0	0.0058	0.0506	0.3750	0.4167	0.7576	0.0234	0.0029	0.0002	1	1
32	7	0	0.0120	0.0753	0.4688	0.5500	3.5988	0.0300	0.0072	0.0002	0	1
7	9	0	0.0210	0.1212	0.6250	0.8833	5.9888	0.0000	0.0300	0.0002	0	1
36	8	0	0.0016	0.0162	0.4062	0.5000	0.7599	0.0140	0.0046	0.0002	1	1
8	9	0	0.0059	0.0700	0.5000	0.5333	1.6610	0.0018	0.0099	0.0002	1	1
5	9	0	0.0013	0.0220	0.4375	0.4333	1.1090	0.0300	0.0041	0.0002	0	1
48	6	0	0.0353	0.2012	0.8125	0.9500	5.4971	0.0300	0.0266	0.0002	0	1
12	9	0	0.0050	0.0497	0.5312	0.5000	1.0571	0.0000	0.0045	0.0002	0	1
14	9	0	0.0184	0.0839	0.5312	0.6500	2.9330	0.0000	0.0082	0.0002	0	1
11	9	0	0.0035	0.0573	0.4688	0.5000	1.5799	0.0086	0.0082	0.0002	1	1
34	8	0	0.0031	0.0366	0.4375	0.4833	0.3659	0.0000	0.0037	0.0002	0	1
44	7	0	0.0156	0.0497	0.5000	0.5333	1.3784	0.0210	0.0013	0.0002	1	1
15	9	0	0.0068	0.0424	0.5000	0.5500	1.7003	0.0224	0.0045	0.0002	1	1
8	8	0	0.0012	0.0254	0.4062	0.3833	0.7418	0.0069	0.0092	0.0002	1	1
2	9	0	0.0362	0.1539	0.4688	0.4500	3.5926	0.0000	0.0300	0.0002	0	1
22	9	0	0.0030	0.0534	0.3750	0.4833	0.5239	0.0097	0.0108	0.0002	1	1
9	9	0	0.0013	0.0171	0.3125	0.4000	0.9744	0.0141	0.0029	0.0002	1	1
24	9	0	0.0061	0.0402	0.5312	0.5667	2.2201	0.0058	0.0104	0.0002	1	1
19	9	0	0.0025	0.0354	0.5625	0.4833	1.0846	0.0090	0.0080	0.0002	1	1
9	8	0	0.0014	0.0346	0.5312	0.5500	0.7266	0.0092	0.0102	0.0002	1	1
12	8	0	0.0047	0.0406	0.4062	0.4000	1.8271	0.0178	0.0114	0.0002	1	1
20	9	0	0.0083	0.0706	0.4688	0.4833	1.6582	0.0300	0.0052	0.0002	0	1
4	9	0	0.0117	0.0473	0.3438	0.5000	1.6916	0.0300	0.0086	0.0002	0	1
42	7	0	0.0056	0.0491	0.5312	0.5167	1.1325	0.0300	0.0104	0.0002	0	1
30	9	0	0.0012	0.0412	0.4062	0.5167	1.4265	0.0181	0.0120	0.0002	1	1
29	9	0	0.0013	0.0375	0.4375	0.5500	1.6461	0.0148	0.0078	0.0002	1	1
22	8	0	0.0035	0.0409	0.3438	0.4333	0.6127	0.0238	0.0093	0.0002	1	1
26	9	0	0.0167	0.1047	0.5000	0.7000	4.2360	0.0300	0.0219	0.0002	0	1
44	9	0	0.0022	0.0478	0.5000	0.5333	1.2482	0.0000	0.0114	0.0002	0	1
32	9	0	0.0399	0.1729	0.5938	0.8667	5.0240	0.0300	0.0300	0.0002	0	1
35	9	0	0.0031	0.0439	0.4375	0.4833	1.1126	0.0121	0.0045	0.0002	1	1
33	9	0	0.0369	0.2175	0.5000	0.8333	5.4627	0.0300	0.0300	0.0002	0	1
39	9	0	0.0018	0.0284	0.4688	0.4500	1.0953	0.0000	0.0054	0.0002	1	1
28	9	0	0.0030	0.0588	0.3750	0.4167	0.7938	0.0071	0.0114	0.0002	1	1
38	9	0	0.0030	0.0555	0.4375	0.5333	1.6191	0.0300	0.0208	0.0002	0	1
32	8	0	0.0025	0.0271	0.4062	0.4000	0.6540	0.0142	0.0084	0.0002	1	1
6	9	0	0.0028	0.0377	0.5625	0.5833	0.9930	0.0000	0.0052	0.0002	0	1
46	9	0	0.0430	0.1909	0.4062	0.6500	4.3606	0.0300	0.0300	0.0002	0	1
3	10	0	0.0420	0.2565	0.5000	0.9167	6.0466	0.0300	0.0300	0.0002	0	1
2	10	0	0.0052	0.0307	0.3438	0.4500	1.0831	0.0300	0.0133	0.0002	0	1
48	9	0	0.0529	0.2679	0.4688	0.6667	5.2668	0.0300	0.0300	0.0002	0	1
41	8	0	0.0012	0.0244	0.4375	0.5000	1.5850	0.0129	0.0019	0.0002	1	1
0	10	0	0.0012	0.0375	0.4062	0.4500	0.2014	0.0143	0.0015	0.0002	1	1
8	10	0	0.0038	0.0288	0.4375	0.5167	0.9525	0.0000	0.0063	0.0002	0	1
6	10	0	0.0375	0.1098	0.5000	0.6333	4.8335	0.0300	0.0106	0.0002	0	1
1	10	0	0.0258	0.1423	0.7500	0.9667	5.8987	0.0300	0.0300	0.0002	0	1
5	10	0	0.0132	0.0958	0.4375	0.4833	1.5474	0.0281	0.0141	0.0002	1	1
47	9	0	0.0014	0.0331	0.4062	0.5167	1.0355	0.0078	0.0061	0.0002	1	1
7	10	0	0.0010	0.0250	0.4375	0.4333	0.7212	0.0055	0.0078	0.0002	1	1
15	10	0	0.0026	0.0333	0.4375	0.5000	2.0239	0.0000	0.0056	0.0002	0	1
18	10	0	0.0032	0.0292	0.4062	0.4000	0.6267	0.0000	0.0099	0.0002	0	1
9	10	0	0.0164	0.0907	0.4688	0.5667	2.7793	0.0300	0.0239	0.0002	0	1
11	10	0	0.0015	0.0335	0.4375	0.4667	1.2337	0.0171	0.0115	0.0002	1	1
47	8	0	0.0064	0.0435	0.3438	0.5000	1.5625	0.0300	0.0043	0.0002	0	1
26	10	0	0.0035	0.0586	0.4375	0.4833	1.3106	0.0086	0.0109	0.0002	1	1
17	10	0	0.0352	0.1667	0.6250	0.9000	5.3463	0.0300	0.0300	0.0002	0	1
17	9	0	0.0164	0.0774	0.5000	0.5333	2.1041	0.0073	0.0035	0.0002	1	1
25	9	0	0.0013	0.0193	0.4062	0.4500	1.1581	0.0042	0.0089	0.0002	1	1
29	10	0	0.0221	0.1536	0.5938	0.6167	3.3553	0.0000	0.0096	0.0002	0	1
28	10	0	0.0009	0.0374	0.3750	0.4500	1.0322	0.0187	0.0053	0.0002	1	1
20	10	0	0.0011	0.0343	0.4688	0.5333	2.0709	0.0091	0.0101	0.0002	1	1
45	8	0	0.0161	0.1338	0.4062	0.4667	1.6331	0.0300	0.0100	0.0002	0	1
34	10	0	0.0006	0.0237	0.4062	0.4333	1.0272	0.0004	0.0084	0.0002	1	1
23	10	0	0.0046	0.0805	0.4688	0.4667	1.0443	0.0179	0.0043	0.0002	1	1
35	10	0	0.0097	0.0765	0.4375	0.6000	1.3715	0.0300	0.0094	0.0002	0	1
45	9	0	0.0018	0.0344	0.4375	0.4333	0.7672	0.0000	0.0078	0.0002	0	1
38	10	0	0.0009	0.0201	0.4062	0.4167	0.6040	0.0072	0.0051	0.0002	1	1
32	10	0	0.0330	0.1937	0.5625	0.9500	5.3920	0.0300	0.0300	0.0002	0	1
39	10	0	0.0035	0.0294	0.3438	0.4667	0.7661	0.0000	0.0086	0.0002	0	1
41	10	0	0.0027	0.0288	0.4375	0.4500	0.4509	0.0000	0.0117	0.0002	0	1
21	9	0	0.0035	0.0494	0.4375	0.4833	1.2827	0.0111	0.0011	0.0002	1	1
40	10	0	0.0160	0.1059	0.5000	0.5500	2.9914	0.0298	0.0148	0.0002	1	1
18	9	0	0.0325	0.2171	0.4688	0.5833	3.2477	0.0194	0.0083	0.0002	1	1
40	9	0	0.0356	0.1534	0.5625	0.8000	4.6514	0.0300	0.0180	0.0002	0	1
46	10	0	0.0042	0.0633	0.4688	0.4833	0.6826	0.0087	0.0068	0.0002	1	1
42	10	0	0.0021	0.0333	0.4375	0.4333	1.0402	0.0033	0.0099	0.0002	1	1
1	11	0	0.0024	0.0471	0.4062	0.4500	0.8774	0.0135	0.0098	0.0002	1	1
16	9	0	0.0016	0.0295	0.4688	0.4833	1.0896	0.0132	0.0099	0.0002	1	1
33	10	0	0.0042	0.0340	0.3438	0.4667	0.9396	0.0036	0.0000	0.0002	0	1
43	10	0	0.0014	0.0326	0.3750	0.3833	0.9356	0.0054	0.0077	0.0002	1	1
34	9	0	0.0019	0.0428	0.4688	0.5167	0.7699	0.0078	0.0094	0.0002	1	1
47	10	0	0.0018	0.0412	0.4688	0.5000	1.8109	0.0294	0.0163	0.0002	1	1
12	11	0	0.0100	0.0544	0.5625	0.6667	2.9212	0.0300	0.0100	0.0002	0	1
14	11	0	0.0019	0.0458	0.3750	0.4167	0.6389	0.0033	0.0088	0.0002	1	1
8	11	0	0.0171	0.0661	0.5625	0.4667	2.2876	0.0112	0.0028	0.0002	1	1
13	9	0	0.0069	0.0656	0.5000	0.6000	1.6573	0.0238	0.0145	0.0002	1	1
9	11	0	0.0018	0.0521	0.5000	0.5167	1.4049	0.0242	0.0039	0.0002	1	1
6	11	0	0.0020	0.0492	0.4688	0.4833	1.1756	0.0000	0.0105	0.0002	0	1
18	11	0	0.0409	0.1943	0.4688	0.7167	4.3510	0.0000	0.0300	0.0002	0	1
37	9	0	0.0353	0.1963	0.5000	0.6333	4.4316	0.0139	0.0114	0.0002	1	1
22	11	0	0.0242	0.1186	0.5312	0.6167	3.4861	0.0000	0.0300	0.0002	0	1
13	11	0	0.0141	0.0957	0.4062	0.6333	2.6248	0.0255	0.0000	0.0002	0	1
32	11	0	0.0072	0.0284	0.3438	0.4167	0.8253	0.0000	0.0097	0.0002	0	1
27	11	0	0.0030	0.0324	0.3750	0.5500	1.1363	0.0060	0.0053	0.0002	1	1
25	11	0	0.0006	0.0278	0.5000	0.5167	1.3763	0.0033	0.0057	0.0002	1	1
31	11	0	0.0131	0.0597	0.3750	0.4667	2.3697	0.0300	0.0053	0.0002	0	1
36	11	0	0.0050	0.0405	0.4688	0.5500	1.3504	0.0089	0.0090	0.0002	1	1
39	11	0	0.0201	0.1112	0.4375	0.4667	2.2983	0.0000	0.0100	0.0002	0	1
37	11	0	0.0007	0.0244	0.5312	0.5000	0.9728	0.0000	0.0043	0.0002	0	1
38	11	0	0.0007	0.0247	0.4062	0.5000	1.9672	0.0089	0.0055	0.0002	1	1
35	11	0	0.0027	0.0580	0.5000	0.4500	1.4016	0.0085	0.0100	0.0002	1	1
22	10	0	0.0045	0.0725	0.4062	0.5000	1.7032	0.0091	0.0099	0.0002	1	1
21	10	0	0.0067	0.0626	0.4375	0.4833	0.9239	0.0139	0.0046	0.0002	1	1
16	11	0	0.0019	0.0251	0.3438	0.4667	0.7601	0.0012	0.0109	0.0002	1	1
47	11	0	0.0079	0.0598	0.4062	0.5333	2.0500	0.0038	0.0046	0.0002	1	1
42	11	0	0.0428	0.2418	0.6875	0.9500	6.3021	0.0300	0.0300	0.0002	0	1
16	10	0	0.0041	0.0599	0.4062	0.5167	1.3862	0.0131	0.0099	0.0002	1	1
15	11	0	0.0184	0.1234	0.5000	0.5833	3.4319	0.0269	0.0183	0.0002	1	1
12	10	0	0.0054	0.0597	0.5312	0.5167	1.0007	0.0080	0.0063	0.0002	1	1
46	11	0	0.0274	0.1668	0.6875	0.9333	4.9550	0.0300	0.0300	0.0002	0	1
19	10	0	0.0058	0.0623	0.5312	0.4833	1.1149	0.0201	0.0067	0.0002	1	1
0	12	0	0.0073	0.0371	0.4688	0.5167	2.0520	0.0000	0.0117	0.0002	0	1
2	12	0	0.0007	0.0409	0.4688	0.4667	0.9444	0.0019	0.0054	0.0002	1	1
9	12	0	0.0245	0.1727	0.4688	0.6500	3.2789	0.0000	0.0059	0.0002	0	1
1	12	0	0.0067	0.0680	0.4375	0.3833	1.0150	0.0116	0.0092	0.0002	1	1
12	12	0	0.0015	0.0261	0.4062	0.4000	0.7688	0.0088	0.0074	0.0002	1	1
8	12	0	0.0008	0.0339	0.3750	0.4000	1.1335	0.0094	0.0152	0.0002	1	1
13	12	0	0.0023	0.0227	0.3438	0.3667	0.5969	0.0128	0.0000	0.0002	0	1
31	10	0	0.0030	0.0389	0.5000	0.5333	1.5067	0.0200	0.0072	0.0002	1	1
10	12	0	0.0082	0.0887	0.5312	0.5667	1.5214	0.0281	0.0092	0.0002	1	1
3	12	0	0.0363	0.1168	0.8125	0.9667	5.5582	0.0300	0.0300	0.0002	0	1
27	10	0	0.0305	0.0956	0.3438	0.6500	5.0096	0.0300	0.0207	0.0002	0	1
44	10	0	0.0052	0.0632	0.5312	0.5000	0.8708	0.0044	0.0111	0.0002	1	1
18	12	0	0.0037	0.0645	0.4062	0.5333	1.3562	0.0000	0.0103	0.0002	0	1
20	12	0	0.0010	0.0278	0.4375	0.4500	1.4582	0.0101	0.0098	0.0002	1	1
48	10	0	0.0041	0.0392	0.4062	0.4833	0.6932	0.0097	0.0050	0.0002	1	1
44	11	0	0.0009	0.0369	0.3438	0.3833	0.6449	0.0086	0.0071	0.0002	1	1
2	11	0	0.0036	0.0561	0.3438	0.4000	0.5680	0.0143	0.0155	0.0002	1	1
30	12	0	0.0130	0.1153	0.5312	0.6833	3.1117	0.0062	0.0091	0.0002	1	1
22	12	0	0.0011	0.0260	0.5312	0.5000	1.3445	0.0122	0.0074	0.0002	1	1
4	11	0	0.0196	0.1666	0.3438	0.5167	2.8681	0.0140	0.0110	0.0002	1	1
15	12	0	0.0077	0.0398	0.4688	0.4667	0.8356	0.0004	0.0054	0.0002	1	1
25	12	0	0.0254	0.1777	0.5312	0.7667	4.9454	0.0300	0.0257	0.0002	0	1
28	12	0	0.0013	0.0350	0.4375	0.4500	0.8425	0.0118	0.0088	0.0002	1	1
31	12	0	0.0006	0.0170	0.5312	0.5167	0.7527	0.0157	0.0054	0.0002	1	1
21	12	0	0.0153	0.0947	0.3750	0.6333	3.9625	0.0157	0.0268	0.0002	1	1
14	12	0	0.0014	0.0216	0.4375	0.4833	1.2362	0.0112	0.0016	0.0002	1	1
48	11	0	0.0018	0.0197	0.4375	0.4667	1.1924	0.0298	0.0054	0.0002	1	1
40	12	0	0.0032	0.0307	0.3438	0.4167	0.2911	0.0102	0.0028	0.0002	1	1
34	11	0	0.0113	0.0614	0.4375	0.4167	0.9396	0.0052	0.0000	0.0002	0	1
1	13	0	0.0012	0.0299	0.3750	0.4167	0.5579	0.0000	0.0084	0.0002	0	1
36	12	0	0.0020	0.0446	0.4375	0.4667	0.7772	0.0199	0.0087	0.0002	1	1
26	11	0	0.0122	0.0954	0.5000	0.6167	2.5447	0.0142	0.0107	0.0002	1	1
46	12	0	0.0023	0.0406	0.4062	0.4000	0.6446	0.0000	0.0086	0.0002	0	1
47	12	0	0.0032	0.0540	0.4688	0.4667	0.5144	0.0000	0.0088	0.0002	0	1
2	13	0	0.0018	0.0280	0.5000	0.5500	0.7391	0.0003	0.0074	0.0002	1	1
41	12	0	0.0231	0.1687	0.6250	0.9500	5.3022	0.0300	0.0300	0.0002	0	1
45	11	0	0.0295	0.1796	0.6562	0.7667	4.4755	0.0000	0.0124	0.0002	0	1
0	13	0	0.0016	0.0342	0.3750	0.4500	1.6864	0.0300	0.0122	0.0002	0	1
49	11	0	0.0022	0.0402	0.3125	0.3833	0.8129	0.0081	0.0085	0.0002	1	1
34	12	0	0.0297	0.1936	0.5000	0.7500	5.0566	0.0192	0.0171	0.0002	1	1
6	13	0	0.0073	0.0379	0.4688	0.5500	1.3128	0.0000	0.0059	0.0002	0	1
8	13	0	0.0030	0.0241	0.4375	0.5333	0.6269	0.0104	0.0065	0.0002	1	1
40	11	0	0.0077	0.0481	0.5938	0.5500	1.0382	0.0045	0.0090	0.0002	1	1
18	13	0	0.0137	0.1110	0.4062	0.5333	1.9970	0.0000	0.0055	0.0002	0	1
9	13	0	0.0018	0.0371	0.4688	0.4500	0.7898	0.0182	0.0069	0.0002	1	1
21	11	0	0.0036	0.0359	0.5312	0.5000	1.6540	0.0235	0.0067	0.0002	1	1
17	13	0	0.0258	0.0972	0.4688	0.7333	5.1987	0.0228	0.0165	0.0002	1	1
30	11	0	0.0211	0.0838	0.4375	0.5500	1.7561	0.0300	0.0091	0.0002	0	1
11	13	0	0.0041	0.0326	0.3438	0.4500	0.6041	0.0225	0.0054	0.0002	1	1
25	13	0	0.0031	0.0281	0.4688	0.4833	0.3981	0.0000	0.0069	0.0002	0	1
23	13	0	0.0018	0.0407	0.4688	0.5000	1.0800	0.0065	0.0064	0.0002	1	1
17	12	0	0.0207	0.1448	0.6875	0.8667	3.4691	0.0300	0.0000	0.0002	0	1
15	13	0	0.0016	0.0402	0.4688	0.5000	1.4498	0.0300	0.0078	0.0002	0	1
22	13	0	0.0266	0.1637	0.6562	0.9500	5.5976	0.0300	0.0300	0.0002	0	1
26	13	0	0.0174	0.1791	0.4062	0.8833	4.7407	0.0268	0.0270	0.0002	1	1
34	13	0	0.0021	0.0358	0.3750	0.4500	0.8418	0.0061	0.0112	0.0002	1	1
32	13	0	0.0010	0.0321	0.3750	0.4000	0.3911	0.0056	0.0062	0.0002	1	1
33	13	0	0.0185	0.0995	0.5312	0.5833	2.4129	0.0300	0.0000	0.0002	0	1
35	13	0	0.0042	0.0414	0.5000	0.5167	1.3443	0.0062	0.0090	0.0002	1	1
39	13	0	0.0050	0.0487	0.3750	0.4167	1.0122	0.0082	0.0117	0.0002	1	1
40	13	0	0.0202	0.1435	0.5312	0.7167	3.7551	0.0000	0.0256	0.0002	0	1
3	13	0	0.0020	0.0277	0.3750	0.5167	1.0932	0.0094	0.0099	0.0002	1	1
42	13	0	0.0346	0.1834	0.9062	0.9833	3.5583	0.0300	0.0129	0.0002	0	1
45	13	0	0.0032	0.0314	0.4375	0.5000	0.3674	0.0065	0.0063	0.0002	1	1
43	13	0	0.0030	0.0459	0.5000	0.5500	2.2108	0.0035	0.0081	0.0002	1	1
16	12	0	0.0187	0.0807	0.4375	0.6500	3.4447	0.0273	0.0040	0.0002	1	1
48	12	0	0.0018	0.0295	0.3125	0.4000	0.7881	0.0136	0.0088	0.0002	1	1
43	12	0	0.0032	0.0392	0.4062	0.4333	0.7087	0.0074	0.0083	0.0002	1	1
33	12	0	0.0019	0.0413	0.4062	0.4167	0.9140	0.0046	0.0078	0.0002	1	1
26	12	0	0.0032	0.0250	0.3750	0.4833	1.8267	0.0211	0.0142	0.0002	1	1
39	12	0	0.0029	0.0399	0.5938	0.5500	0.7977	0.0076	0.0025	0.0002	1	1
38	12	0	0.0036	0.0487	0.4062	0.4333	0.5716	0.0076	0.0022	0.0002	1	1
30	13	0	0.0016	0.0470	0.4688	0.5333	1.8282	0.0128	0.0096	0.0002	1	1
49	13	0	0.0027	0.0495	0.3125	0.4833	1.4083	0.0099	0.0062	0.0002	1	1
3	14	0	0.0029	0.0391	0.4688	0.4333	0.8780	0.0000	0.0080	0.0002	0	1
4	13	0	0.0064	0.0691	0.4688	0.5167	1.2931	0.0074	0.0102	0.0002	1	1
31	13	0	0.0026	0.0252	0.4062	0.4333	0.4117	0.0000	0.0088	0.0002	0	1
5	14	0	0.0120	0.0296	0.4375	0.4833	1.4750	0.0000	0.0095	0.0002	0	1
2	14	0	0.0430	0.2457	0.4062	0.6500	4.2429	0.0300	0.0075	0.0002	0	1
12	13	0	0.0060	0.0534	0.5000	0.5167	1.8571	0.0000	0.0102	0.0002	0	1
1	14	0	0.0072	0.0408	0.4375	0.4333	1.3394	0.0070	0.0127	0.0002	1	1
6	14	0	0.0026	0.0437	0.3750	0.5000	1.4506	0.0172	0.0176	0.0002	1	1
4	14	0	0.0019	0.0470	0.3125	0.4000	0.7860	0.0080	0.0186	0.0002	1	1
13	14	0	0.0010	0.0251	0.3750	0.4000	0.6328	0.0030	0.0044	0.0002	1	1
10	13	0	0.0019	0.0308	0.4375	0.4167	1.5604	0.0065	0.0081	0.0002	1	1
16	14	0	0.0338	0.1902	0.4375	0.7333	4.9867	0.0300	0.0267	0.0002	0	1
44	12	0	0.0380	0.1414	0.5000	0.6500	4.6495	0.0207	0.0132	0.0002	1	1
15	14	0	0.0027	0.0402	0.3750	0.4500	0.9263	0.0038	0.0084	0.0002	1	1
7	13	0	0.0016	0.0500	0.4688	0.5000	1.2965	0.0069	0.0100	0.0002	1	1
23	14	0	0.0130	0.0614	0.4062	0.4500	1.4640	0.0062	0.0073	0.0002	1	1
13	13	0	0.0018	0.0279	0.4375	0.4333	0.5350	0.0143	0.0091	0.0002	1	1
22	14	0	0.0078	0.0271	0.4062	0.5500	1.6804	0.0069	0.0109	0.0002	1	1
24	14	0	0.0059	0.0691	0.4375	0.5333	1.6313	0.0161	0.0219	0.0002	1	1
26	14	0	0.0029	0.0379	0.5000	0.5000	1.4202	0.0168	0.0098	0.0002	1	1
21	14	0	0.0031	0.0333	0.4375	0.4000	0.8646	0.0300	0.0054	0.0002	0	1
32	14	0	0.0007	0.0274	0.4375	0.4000	0.3297	0.0077	0.0085	0.0002	1	1
46	13	0	0.0037	0.0441	0.4375	0.4167	1.1078	0.0000	0.0034	0.0002	0	1
30	14	0	0.0317	0.1946	0.6250	0.9333	5.7634	0.0300	0.0300	0.0002	0	1
38	14	0	0.0088	0.0715	0.4062	0.5833	2.8525	0.0300	0.0300	0.0002	0	1
40	14	0	0.0041	0.0639	0.5625	0.5667	0.9383	0.0038	0.0111	0.0002	1	1
44	14	0	0.0019	0.0420	0.4375	0.4167	0.7090	0.0026	0.0091	0.0002	1	1
12	14	0	0.0288	0.0951	0.5312	0.6500	3.0029	0.0300	0.0000	0.0002	0	1
48	14	0	0.0207	0.1493	0.6562	0.7333	3.4956	0.0300	0.0129	0.0002	0	1
46	14	0	0.0059	0.0514	0.4062	0.4500	1.1318	0.0237	0.0071	0.0002	1	1
1	15	0	0.0017	0.0213	0.3438	0.4000	1.3008	0.0000	0.0057	0.0002	0	1
34	14	0	0.0182	0.1386	0.5312	0.6000	3.7198	0.0300	0.0206	0.0002	0	1
47	13	0	0.0050	0.0682	0.4688	0.5667	1.2053	0.0220	0.0025	0.0002	1	1
37	13	0	0.0004	0.0241	0.4062	0.4333	0.3316	0.0190	0.0081	0.0002	1	1
9	15	0	0.0023	0.0214	0.3438	0.4667	0.5556	0.0000	0.0089	0.0002	0	1
3	15	0	0.0037	0.0327	0.4375	0.5000	1.2607	0.0284	0.0066	0.0002	1	1
8	15	0	0.0423	0.2089	0.4062	0.7500	4.7637	0.0300	0.0115	0.0002	0	1
45	14	0	0.0082	0.0917	0.4062	0.5000	1.2174	0.0033	0.0101	0.0002	1	1
44	13	0	0.0133	0.1045	0.4375	0.4500	0.9477	0.0129	0.0146	0.0002	1	1
49	14	0	0.0232	0.1553	0.4375	0.6333	3.9724	0.0300	0.0214	0.0002	0	1
0	15	0	0.0037	0.0373	0.5000	0.5167	1.7493	0.0263	0.0063	0.0002	1	1
15	15	0	0.0045	0.0351	0.3750	0.3833	0.6997	0.0201	0.0080	0.0002	1	1
5	15	0	0.0387	0.2078	0.7188	0.9667	5.3924	0.0300	0.0300	0.0002	0	1
2	15	0	0.0146	0.1221	0.4688	0.7000	5.6142	0.0300	0.0294	0.0002	0	1
48	13	0	0.0070	0.0931	0.3750	0.5167	1.5694	0.0146	0.0071	0.0002	1	1
29	14	0	0.0183	0.1775	0.4375	0.6667	3.4402	0.0300	0.0235	0.0002	0	1
16	15	0	0.0023	0.0236	0.3438	0.4333	0.7101	0.0214	0.0023	0.0002	1	1
41	13	0	0.0014	0.0363	0.5312	0.5167	1.0712	0.0300	0.0049	0.0002	0	1
39	14	0	0.0020	0.0118	0.3750	0.4167	0.2478	0.0000	0.0041	0.0002	0	1
20	15	0	0.0135	0.0680	0.5000	0.5333	1.9161	0.0000	0.0066	0.0002	0	1
18	15	0	0.0225	0.1283	0.4375	0.6167	3.5718	0.0300	0.0208	0.0002	0	1
21	15	0	0.0017	0.0170	0.3750	0.5167	1.0898	0.0209	0.0000	0.0002	0	1
7	15	0	0.0015	0.0401	0.5000	0.5167	1.9910	0.0230	0.0110	0.0002	1	1
24	15	0	0.0026	0.0473	0.4688	0.4167	0.4906	0.0001	0.0107	0.0002	1	1
11	14	0	0.0029	0.0405	0.4375	0.5167	0.6537	0.0300	0.0057	0.0002	0	1
22	15	0	0.0033	0.0431	0.5312	0.5167	0.8544	0.0264	0.0041	0.0002	1	1
33	14	0	0.0034	0.0432	0.5625	0.6000	1.4575	0.0000	0.0101	0.0002	0	1
30	15	0	0.0011	0.0252	0.4375	0.4500	0.8617	0.0000	0.0076	0.0002	0	1
25	15	0	0.0164	0.0455	0.4375	0.5333	3.1497	0.0209	0.0105	0.0002	1	1
35	15	0	0.0014	0.0340	0.3750	0.4167	0.8175	0.0300	0.0089	0.0002	0	1
34	15	0	0.0006	0.0200	0.3438	0.4333	0.7302	0.0037	0.0035	0.0002	1	1
29	15	0	0.0007	0.0172	0.4062	0.4167	0.6382	0.0024	0.0101	0.0002	1	1
33	15	0	0.0009	0.0104	0.3438	0.3833	0.6612	0.0072	0.0067	0.0002	1	1
36	15	0	0.0017	0.0386	0.5625	0.4667	0.8033	0.0013	0.0087	0.0002	1	1
46	15	0	0.0021	0.0196	0.4062	0.5167	1.0892	0.0000	0.0101	0.0002	0	1
27	15	0	0.0072	0.0846	0.5000	0.6000	2.1990	0.0247	0.0154	0.0002	1	1
29	13	0	0.0365	0.1910	0.5312	0.7333	4.9933	0.0300	0.0228	0.0002	0	1
38	15	0	0.0235	0.1267	0.3750	0.6000	3.8098	0.0300	0.0000	0.0002	0	1
40	15	0	0.0020	0.0491	0.5625	0.5667	2.5750	0.0000	0.0098	0.0002	0	1
1	16	0	0.0015	0.0158	0.3750	0.4000	0.4853	0.0000	0.0042	0.0002	0	1
